COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
410-2		d o														
1841-2		m o														
2017-2		h ɨi̯.h														
1004-2		ʔ aː														
614-2		b o h														
686-2		b l ɨi̯.h														
88-2		g ɔ k														
872-2		n ɨi̯.h ŋ														
1891-2		d aː														
68-2		s i m														
631-2		b ɔ														
594-2		s aː														
1759-2		h a n														
805-2		s o n														
756-2		h ɨi̯.h ʔ														
1201-2		m o ʔ														
2042-2		ʔ u														
1968-2		d a ʔ														
2000-2		o aː ŋ														
17-2		v u d														
4-2		ʔ əː m														
788-2		d ɨi̯.h														
1219-2		h i m														
141-2		ʔ aː ŋ														
541-2		b s ɨi̯.h a ŋ														
1687-2		h o														
123-2		ʔ aː m														
1652-2		u o n														
576-2		ŋ u														
1738-2		d a k														
442-2		h u m														
368-2		ɨi̯.h s a ŋ														
1778-2		b u d														
957-2		n ɔ ʔ														
1704-2		ʔ i ʔ														
304-2		ɨi̯.h a m														
1796-2		u a ŋ														
720-2		d ɨi̯.h h														
287-2		o ə														
321-2		s o ʔ														
206-2		d o k														
1950-2		ʔ ɔːi̯														
665-2		ʔ o n														
703-2		n o ʔ														
1290-2		m a														
1391-2		ɔ a ʔ														
269-2		ɨi̯.h ɔ ʔ														
855-2		u a n														
2078-2		s o														
2213-2		m ɨi̯.h														
1111-2		s ɨi̯.h														
485-2		ŋ ʔ														
1356-2		m ɨi̯.h h														
1093-2		d o ŋ														
1063-2		s ɔːi̯ m														
648-2		ɔːi̯ ɔːi̯ n														
223-2		s u n														
1248-2		ɔːi̯ s														
1509-2		o s n														
504-2		u o h														
2130-2		ɨi̯.h ɨi̯.h														
1-2		ʔ u														
386-2		o o k														
1411-2		ʔ o														
1027-2		s a ʔ														
2077-2		n m o h														
1459-2		ɨi̯.h l a														
1323-2																
1859-3			ŋ iː													
175-3			aː ai̯													
241-3			ʔ a t													
2163-3			aː a r													
2181-3			n a m													
2060-3			ʔ o m													
410-3			d a													
1841-3			m a													
2017-3			h aː													
1004-3			b aː													
614-3			ɓ o h													
686-3			b l aː													
88-3			aː a ʔ													
872-3			n iː ŋ													
1891-3			aː aː													
68-3			s aː m													
631-3			b iː r													
594-3			aː aː													
1759-3			h ai̯ ɲ													
805-3			aː iː ɲ													
756-3			h aː iː													
1201-3			m a ʔ													
2042-3			ʔ aː													
1968-3			d a ʔ													
2000-3			b aː ŋ													
17-3			v ai̯ ʔ													
4-3			b aː m													
788-3			aː aː													
1219-3			h aː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h a r													
123-3			b aː m													
1652-3			a iː ɲ													
576-3			ŋ ui̯													
1738-3			aː ai̯ iː													
442-3			h a m													
368-3			aː j a ŋ													
1778-3			b ai̯ ʔ													
957-3			n a b													
1704-3			ʔ aː ʔ													
304-3			j a m													
1796-3			a a ŋ													
720-3			d iː h													
287-3			aː a b													
321-3			ai̯ o h													
206-3			aː o ʔ													
1950-3			ʔ aː													
665-3			b a n													
703-3			n o ʔ													
1290-3			m ai̯													
1391-3			iː a h													
269-3			aː a h													
855-3			a a n													
2078-3			s iː													
2213-3			m iː													
1858-3			s ai̯													
1151-3			iː j a r													
737-3			b ai̯ d													
340-3			s a													
1111-3			s ai̯													
485-3			ŋ a													
1356-3			m iː h													
1093-3			d o ŋ													
1063-3			d iː m													
648-3			a aː ɲ													
223-3			iː ui̯ n													
1248-3			a iː													
1509-3			d ai̯ ɲ													
504-3			a o h													
1-3			ʔ iː													
386-3			o iː													
1411-3			ʔ a													
1027-3			iː ai̯ ʔ													
2077-3			m a													
1459-3			iː l a													
1323-3			a a													
1859-4				ŋ ai̯												
175-4				a												
241-4				ʔ												
2163-4																
2181-4				n a												
2060-4				ʔ												
410-4				t												
1841-4				ui̯												
2017-4				h ui̯												
1004-4				aː												
614-4				ʔ												
686-4				p l ui̯												
88-4				ai̯ k												
872-4				n ŋ												
1891-4				t aː												
68-4				iː												
631-4																
594-4				aː												
1759-4				h a n												
805-4				n												
756-4				h												
1201-4				ai̯ ʔ												
2042-4				ʔ aː												
1968-4				t a ʔ												
2000-4				aː ŋ												
17-4				v a												
4-4				eu̯												
788-4				t ai̯												
1219-4				ʔ iː												
141-4				ʔ aː ŋ												
541-4				p j o ŋ												
1687-4				h												
123-4				aː												
1652-4				n												
576-4				ŋ o												
1738-4				t a												
442-4				h												
368-4				o ŋ												
1778-4				b aː												
957-4				n ə												
1704-4				ʔ iː ʔ												
304-4				j ə												
1796-4				ɔ ŋ												
720-4				h												
287-4				a p												
321-4																
206-4				t o k												
1950-4				ʔ												
665-4				n												
703-4				n												
1290-4																
1391-4																
269-4																
855-4				n												
2078-4				iː												
2213-4				ai̯												
1858-4				a												
1151-4				j												
737-4				b												
340-4				ai̯												
1111-4				ui̯ ai̯												
485-4				ŋ												
1356-4				h												
1093-4				ŋ												
1063-4																
648-4				ui̯ n												
223-4				o n												
1509-4				ui̯ n												
504-4				ai̯ h												
2130-4				ui̯ iː												
1-4				ʔ												
386-4				ʔ o k												
1411-4				ʔ												
1027-4				o a ʔ												
2077-4																
1459-4				ui̯ l												
1859-5					ŋ ei̯											
175-5					əː a											
241-5					ʔ i ʔ											
2163-5					ei̯ b r											
2181-5					n a m											
2060-5					ʔ ei̯ m											
410-5					ei̯ ei̯											
1841-5					m b											
2017-5					h ei̯											
1004-5					b aː											
614-5					tʰ o h											
686-5					b l ei̯											
88-5					əː a ʔ											
872-5					n i ŋ											
1891-5					ei̯ aː											
68-5					s i m											
631-5					tʰ tʰ b											
594-5					ei̯ aː											
1759-5					h a ɲ											
805-5					ei̯ ei̯ ɲ											
756-5					h əː əː											
1201-5					m ei̯ ʔ											
2042-5					ʔ aː											
1968-5					ei̯ a ʔ											
2000-5					tʰ aː ŋ											
17-5					ei̯ ei̯ ei̯											
4-5					b ei̯ m											
788-5					ei̯ ei̯											
1219-5					tʰ i m											
141-5					ʔ aː ŋ											
541-5					tʰ r j a ŋ											
1687-5					h b r											
123-5					b aː m											
1652-5					ei̯ ei̯ ɲ											
576-5					ŋ ei̯ r											
1738-5					ei̯ e i											
442-5					h ei̯ m											
368-5					ei̯ j a ŋ											
1778-5					b ei̯ ei̯											
957-5					n a b											
1704-5					ʔ ei̯ ʔ											
304-5					j a m											
1796-5					ei̯ a ŋ											
720-5					d ei̯ h											
287-5					əː a b											
321-5					ei̯ ei̯ h											
206-5					ei̯ tʰ ʔ											
1950-5					ʔ ei̯ ei̯											
665-5					b ei̯ n											
703-5					n tʰ tʰ											
1290-5					m ei̯											
1391-5					əː a t											
269-5					ei̯ a ei̯											
855-5					ei̯ a n											
2078-5					s i											
2213-5					m ei̯											
1858-5					s a											
1151-5					əː j tʰ											
737-5					b aː əː											
340-5					ʔ a											
1111-5					s ei̯											
485-5					ŋ əː											
1356-5					m i h											
1093-5					i i ŋ											
1063-5					ei̯ ei̯ m											
648-5					ei̯ ei̯ ŋ											
223-5					əː ei̯ nˀ											
1248-5					ei̯ ei̯											
1509-5					i ei̯ ŋ											
504-5					ei̯ tʰ h											
2130-5					s i											
1-5					ʔ ei̯											
1411-5					ʔ b											
2077-5					m ei̯ h											
1323-5					ei̯ ei̯											
1859-6						ŋ i										
175-6						i a										
241-6						ʔ i t										
2163-6						i i										
2181-6						n iː m										
2060-6						ʔ i m										
410-6						i i										
1841-6						m iː										
2017-6						h i										
1004-6						aː										
614-6						i i h										
686-6						i l i										
88-6						i a ʔ										
872-6						n i ŋ										
1891-6						i aː										
68-6						s i m										
631-6						i d t										
594-6						i aː										
1759-6						h a ɲ										
805-6						i i ɲ										
756-6						h i i										
1201-6						m iː ʔ										
2042-6						ʔ aː										
1968-6						i a ʔ										
2000-6						i aː ŋ										
17-6						i iː i										
4-6						i m										
788-6						i i										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						i r j i ŋ										
1687-6						h i										
123-6						aː m										
1652-6						i i ɲ										
576-6						ŋ i										
1738-6						i e i										
442-6						h i m										
368-6						i j i ŋ										
1778-6						b iː i										
957-6						n i iː										
1704-6						ʔ i t										
304-6						j a m										
1796-6						i a ŋ										
720-6						i i h										
287-6						i a i										
321-6						i d h										
206-6						i i ʔ										
1950-6						ʔ h iː										
665-6						i n										
703-6						n i d										
1290-6						m i										
1391-6						i i iː										
269-6						i i iː										
855-6						i a n										
2078-6						s i										
2213-6						m i										
1858-6						s a										
1151-6						i j d										
737-6						iː iː i										
340-6						ʔ i										
1111-6						i i										
1093-6						i i ŋ										
1063-6						ei̯ ei̯ m										
648-6						aː i ŋ										
1248-6						ei̯ ei̯										
1509-6						ou̯ iː ŋ										
504-6						d i h										
2130-6						s i										
1-6						ʔ i										
1411-6						ʔ i										
2077-6						m d h										
1323-6						o iː										
1859-7							ŋ iː									
175-7							iː a									
241-7							ʔ ʔ									
2163-7																
2181-7							n a iː									
2060-7							ʔ iː iː									
410-7							t iː									
1841-7							iː uːi̯									
2017-7							h iː									
1004-7							aː									
614-7							p o h									
686-7							p l iː									
88-7							iː ai̯ k									
872-7							n iː ŋ									
1891-7							t aː									
68-7							s iː iː									
631-7							p									
594-7							iː aː									
1759-7							h a n									
805-7							aː iː n									
756-7							h iː k									
1201-7							iː ʔ									
2042-7							ʔ aː									
1968-7							t a ʔ									
2000-7							aː ŋ									
17-7							v a t									
4-7							eu̯ iː									
788-7							t iː									
1219-7							iː iː									
141-7							ʔ aː ŋ									
541-7							p aː j o ŋ									
1687-7							h iː									
123-7							aː iː									
1652-7							iː iː n									
576-7							ŋ ɔː									
1738-7							t a									
442-7							h aː iː									
368-7							iː j o ŋ									
1778-7							b a t									
957-7							n a iː									
1704-7							ʔ iː ʔ									
304-7							j a iː									
1796-7							iː ɔ ŋ									
720-7							d iː h									
287-7							iː a iː									
321-7							iː									
206-7							t o k									
1950-7							ʔ aː									
665-7							a n									
703-7							n o k									
1290-7							iː iː									
1391-7							iː iː ʔ									
269-7							iː a ʔ									
855-7							iː a n									
2078-7							iː									
2213-7							iː iː									
1858-7							s a									
1151-7							iː j a									
737-7							b a									
340-7							au̯									
1111-7							s uːi̯									
485-7							ŋ									
1356-7							iː ɔːi̯ h									
1093-7							d o ŋ									
1063-7							t aː iː									
648-7							iː iː n									
223-7							iː ɔː n									
1248-7							aː iː									
1509-7							d iː n									
504-7							iː o h									
2130-7							iː									
1-7							ʔ au̯									
386-7							o k									
1411-7							ʔ									
1027-7							uːi̯ a ʔ									
1459-7							uːi̯ l o									
1859-8								ŋ uːi̯								
175-8								h a								
241-8								ʔ ʔ ʔ								
2163-8								v ʔ ʔ								
2181-8								n a v								
2060-8								ʔ uːi̯ v								
410-8								ɗ v								
1841-8								v v								
2017-8								h uːi̯								
1004-8								ʔ aː								
614-8								ɓ o h								
686-8								ɓ l uːi̯								
88-8								h a ʔ								
872-8								n uːi̯ ŋ								
1891-8								d aː								
68-8								s a v								
631-8								ɓ a ʔ								
594-8								g aː								
1759-8								h a ŋ								
805-8								g ɔ ŋ								
756-8								h uːi̯ ʔ								
1201-8								v a ʔ								
2042-8								ʔ aː								
1968-8								ɗ a ʔ								
2000-8								ʔ aː ŋ								
17-8								v a ʔ								
4-8								ʔ f v								
788-8								d v								
1219-8								h a v								
141-8								ʔ aː ŋ								
541-8								ɓ j a ŋ								
1687-8								h a ʔ								
123-8								ʔ aː v								
1652-8								f a ŋ								
576-8								ŋ a								
1738-8								d ɔ h								
442-8								h f v								
368-8								t j a ŋ								
1778-8								v a ʔ								
957-8								n a v								
1704-8								ʔ a ʔ								
304-8								j a v								
1796-8								f a ŋ								
720-8								t v h								
287-8								a a v								
321-8								g a h								
206-8								ɗ o ʔ								
1950-8								ʔ m m								
665-8								ʔ a n								
703-8								n o ʔ								
1290-8								v v								
1391-8								ʔ a ʔ								
269-8								g a ʔ								
855-8								f a n								
2078-8								s iː								
2213-8								v uːi̯								
1858-8								s a								
1151-8								g j a								
737-8								ɔ ai̯ t								
340-8								ʔ a								
1111-8								s uːi̯								
485-8								ŋ v								
1356-8								v iː h								
1093-8								t o ŋ								
1063-8								ai̯ f v								
648-8								f uːi̯ ŋ								
223-8								g au̯ n								
1248-8								dʑ v								
1509-8								t uːi̯ ŋ								
504-8								f o h								
2130-8								s uːi̯								
1-8								ʔ f								
386-8								ʔ o ʔ								
1411-8								ʔ a								
1027-8								g a ʔ								
2077-8								f ɔ h								
1459-8								g l v								
1323-8								ʔ ɔ								
1859-9									ŋ iː							
175-9									iː a							
241-9									ʔ u ʔ							
2163-9									iː a l							
2181-9									n a m							
2060-9									ʔ iː m							
410-9									d a							
1841-9									m iː							
2017-9									h iː							
1004-9									iː ɛː							
614-9									tʰ o h							
686-9									b l iː							
88-9									iː a ʔ							
872-9									n a ŋ							
1891-9									d ɛː							
68-9									s iː m							
631-9									b iː l							
594-9									iː ɛː							
1759-9									h a n							
805-9									iː iː n							
756-9									h a iː							
1201-9									m a ʔ							
2042-9									ʔ ɛː l							
1968-9									i a ʔ							
2000-9									iː ɛː ŋ							
17-9									v a ʔ							
4-9									a iː m							
788-9									dʑ iː							
1219-9									h iː m							
141-9									ʔ ɛː ŋ							
541-9									b r j a ŋ							
1687-9									h a r							
123-9									a ɛː m							
1652-9									b iː n							
576-9									ŋ a l							
1738-9									dʑ a iː							
442-9									h iː m							
368-9									d j a ŋ							
1778-9									b a ʔ							
957-9									n a u							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									b a ŋ							
720-9									d iː h							
287-9									iː a a a							
321-9									iː o ʔ							
206-9									dʑ o ʔ							
1950-9									ʔ dʑ dʑ							
665-9									a ɔi̯ a							
703-9									n o ʔ							
1290-9									m a							
1391-9									iː a ʔ							
269-9									iː a ʔ							
855-9									b ɔi̯ n							
2078-9									s iː							
2213-9									m iː							
1858-9									s a							
1151-9									iː j a l							
737-9									u u d							
340-9									ʔ a							
485-9									ŋ a							
1356-9									m ui̯ h							
1093-9									d o ŋ							
1063-9									i i m							
648-9									b iː ŋ							
223-9									iː ui̯ n							
1248-9									b iː							
504-9									a o h							
2130-9									s iː							
1-9									ʔ iː							
386-9									u o ʔ							
1027-9									iː a ʔ							
2077-9									m a h							
1459-9									iː l ʔ							
1323-9									a a							
1859-10										ŋ e						
175-10										e a						
241-10										ʔ e ʔ						
2163-10										e e ʔ						
2181-10										ʔ i m						
2060-10										ʔ e m						
410-10										e e						
1841-10										m ʔ						
2017-10										h e						
1004-10										ʔ e						
614-10										e o h						
686-10										e l e						
88-10										e ɓ ʔ						
872-10										ʔ e ŋ						
1891-10										e e						
68-10										s e m						
631-10										e h aː ʔ						
594-10										e e						
1759-10										h aː e						
805-10										e e ʔ						
756-10										h e e						
1201-10										m ʔ ʔ						
2042-10										ʔ e						
1968-10										e a ʔ						
2000-10										e e ŋ						
17-10										e e ʔ						
4-10										ʔ e m						
788-10										e e						
1219-10										h e m						
141-10										ʔ e ŋ						
541-10										ɓ r j a ŋ						
1687-10										h e ʔ						
123-10										ʔ e m						
1652-10										e e ʔ						
576-10										ŋ e l						
1738-10										e ɔ e						
442-10										h e m						
368-10										e j a ŋ						
1778-10										ɓ e ʔ						
957-10										ʔ a h						
1704-10										ʔ e ʔ						
304-10										e a m						
1796-10										e ɓ ŋ						
720-10										t e h						
287-10										e a ɓ						
321-10										e aː ɓ						
206-10										e e ʔ						
1950-10										ʔ e e						
665-10										ʔ e ʔ						
703-10										ʔ e ʔ						
1290-10										m e						
1391-10										e aː						
269-10										e a e						
855-10										e a ʔ						
2078-10										s e						
2213-10										m e						
1858-10										s a						
1151-10										e j a ʔ						
737-10										ɓ r i ɓ						
340-10										ʔ a						
1111-10										s e						
485-10										ŋ e						
1356-10										m e h						
1093-10										e e ŋ						
1063-10										e e m						
648-10										e e ʔ						
223-10										e h e ʔ						
1248-10										e e						
1509-10										e e ʔ						
504-10										e aː h						
2130-10										s e						
1-10										ʔ e						
386-10										ŋ e e ʔ						
1411-10										ʔ e						
1027-10										e a ʔ						
2077-10										m ɔː h						
1323-10										e						
1859-11											ŋ aː					
175-11											aː a					
241-11											ʔ ʔ					
2163-11																
2181-11											n a aː					
2060-11											ʔ aː aː					
410-11											t aː					
1841-11											aː ui̯					
2017-11											h aː					
1004-11											aː					
614-11											b aː h					
686-11											b l aː					
88-11											aː ai̯ n					
872-11											n aː ŋ					
1891-11											t aː					
68-11											s i aː					
631-11											b əː					
594-11											aː aː					
1759-11											h a aː					
805-11											aː aː n					
756-11											h aː k					
1201-11											aː aː ʔ					
2042-11											ʔ aː					
1968-11											t a ʔ					
2000-11											aː ŋ					
17-11											v a t					
4-11											eu̯ aː					
788-11											aː aː					
1219-11											h i aː					
141-11											ʔ aː ŋ					
541-11											b r ə ŋ					
1687-11											h aː					
123-11											aː aː					
1652-11											aː aː n					
576-11											ŋ ɔ					
1738-11											aː a k					
442-11											h aː aː					
368-11											aː ə ŋ					
1778-11											b aː t					
957-11											n ai̯ aː					
1704-11											ʔ aː ʔ					
304-11											ə aː					
1796-11											aː ɔ ŋ					
720-11											d aː h					
287-11											aː a aː					
321-11											aː aː					
206-11											aː aː					
1950-11											ʔ aː					
665-11											aː n					
703-11											n aː n					
1290-11											aː aː					
1391-11											aː ə ʔ					
269-11											aː ʔ					
855-11											aː a n					
2078-11											s aː					
2213-11											aː aː					
1858-11											s a					
1151-11											aː					
737-11											r r					
340-11											s au̯					
1111-11											s ui̯					
485-11											ŋ					
1356-11											ui̯ ɔi̯ h					
1093-11											d aː ŋ					
648-11											aː aː					
223-11											aː ɔi̯ n					
1248-11											aː aː					
1509-11											d ui̯ n					
504-11											aː h					
2130-11											s aː					
1-11											ʔ aː					
386-11											aː n					
1411-11											ʔ					
1027-11											aː a ʔ					
2077-11											h aː h					
1459-11											iː l ɲ					
1859-12												ŋ i				
175-12												k a				
241-12												ʔ o				
2163-12												ɛ n				
2181-12												n ɛ m				
2060-12												ʔ a m				
410-12												d ɛ				
1841-12												m ɛ				
2017-12												h i				
1004-12												a				
614-12												b ou̯ h				
686-12												b l i				
88-12												k au̯ ʔ				
872-12												n i ŋ				
1891-12												d a				
68-12												s i m				
631-12												b i n				
594-12												g a				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h i k				
1201-12												m				
2042-12												ʔ a				
1968-12												d ɛ ʔ				
2000-12												a ŋ				
17-12												v ɛ c				
4-12												a m				
788-12												d i				
1219-12												h i m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												a m				
1652-12												i i ɲ				
576-12												ŋ ɔ				
1738-12												d a k				
442-12												h a m				
368-12												ɛ j a ŋ				
1778-12												p ɛ c				
957-12												n i p				
1704-12												ʔ i				
304-12												j ɛ m				
1796-12												i ɔ ŋ				
720-12												t ɛ h				
287-12												k a p				
321-12												g ou̯ h				
206-12												d ou̯ ʔ				
1950-12												ʔ a				
665-12												a n				
703-12												n ou̯ ʔ				
1290-12												m ɛ				
1391-12												k ɛ t				
269-12												g i t				
855-12												i a n				
2078-12												s ɛ				
2213-12												m ui̯				
1858-12												s a				
1151-12												g j a n				
737-12												p ɛ t				
340-12												s au̯				
1111-12												s ui̯				
485-12												ŋ i				
1356-12												m u h				
1093-12												t o ŋ				
1063-12												d ɛ m				
648-12												a i ɲ				
223-12												g ɔ n				
1248-12												ɛ				
1509-12												t ɛ ɲ				
504-12												i o h				
2130-12												s i				
1-12												ʔ a				
386-12												ou̯ ʔ				
1411-12												ʔ				
1027-12												g ɛ ʔ				
2077-12												m a				
1459-12												g l i				
1323-12												a				
1859-13													k i			
175-13													k a			
241-13													ʔ ui̯ ʔ			
2163-13													i n			
2181-13													n m			
2060-13													ʔ i m			
410-13													i i			
1841-13													m			
2017-13													h i			
1004-13													i			
614-13													b ou̯ h			
686-13													b l i			
88-13													k au̯ ʔ			
872-13													n i k			
1891-13													i i			
68-13													s i m			
631-13													b ə n			
594-13													g i			
1759-13													h a n			
805-13													g i n			
756-13													h i k			
1201-13													m ɛ c			
2042-13													ʔ i			
1968-13													i a ʔ			
2000-13													i k			
17-13													v ɛ t			
4-13													i m			
788-13													ui̯ i			
1219-13													h i m			
141-13													ʔ i k			
541-13													b r j a k			
1687-13													h ɛ n			
123-13													i m			
1652-13													i i n			
576-13													k ɔ			
1738-13													ui̯ a k			
442-13													h i m			
368-13													ɛ j a k			
1778-13													p ɛ t			
957-13													n au̯ p			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													i ɔ k			
720-13													i i h			
287-13													k a p			
321-13													g ou̯ h			
206-13													i ou̯ ʔ			
1950-13													ʔ ɛ			
665-13													w a n			
703-13													n ou̯ ʔ			
1290-13													m i			
1391-13													k i t			
269-13													g au̯ t			
855-13													i a n			
2078-13													s ɛ			
2213-13													m i			
1858-13													s a			
1151-13													g j a n			
737-13													p ɛ t			
340-13													s au̯			
1111-13													s ui̯			
485-13													k i			
1356-13													m i h			
1093-13													i o k			
1063-13													ui̯ i m			
223-13													g ɔ n			
1248-13													ɛ i			
1509-13													i i n			
504-13													i u h			
2130-13													s i			
1-13													ʔ i			
386-13													ou̯ ʔ			
1411-13													ʔ			
1027-13													g a ʔ			
2077-13													m a h			
1459-13													g l ui̯			
1323-13													ɛ			
1859-14														ŋ ai̯		
175-14														f a		
241-14														ʔ ɔ t		
2163-14														v ɔ t		
2181-14														n a uːi̯		
2060-14														ʔ ai̯ uːi̯		
410-14														d uːi̯		
1841-14														uːi̯ uːi̯		
2017-14														h uːi̯		
1004-14														ɔ f		
614-14														b o h		
686-14														b l uːi̯		
88-14														ɔ a ʔ		
872-14														n uːi̯ ŋ		
1891-14														d f		
68-14														s iː uːi̯		
631-14														b ɔ t		
594-14														g f		
1759-14														h a ɲ		
805-14														g ɔ ɲ		
756-14														h uːi̯ ʔ		
1201-14														uːi̯ a ʔ		
2042-14														ʔ f		
1968-14														d a ʔ		
2000-14														ɔ aː ŋ		
17-14														v ɔ ʔ		
4-14														ɔ f uːi̯		
788-14														d uːi̯		
1219-14														h iː uːi̯		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h ɔ t		
123-14														ɔ aː uːi̯		
1652-14														f ə n		
576-14														ŋ ɔ		
1738-14														d a ɔ		
442-14														h f uːi̯		
368-14														ɔ j a ŋ		
1778-14														ɔ ɔ ʔ		
957-14														n ɔ ɔ		
1704-14														ʔ iː t		
304-14														j ɔ uːi̯		
1796-14														f a ŋ		
720-14														d uːi̯ h		
287-14														ɔ a f		
321-14														g ɔ ʔ		
206-14														d o ʔ		
1950-14														ʔ m m		
665-14														ɔ ɔ n		
703-14														n o ʔ		
1290-14														uːi̯ uːi̯		
1391-14														ɔ ɔ t		
269-14														g a t		
855-14														f ɔ n		
2078-14														s ɔ		
2213-14														uːi̯ uːi̯		
1858-14														s a		
1151-14														g j ɔ t		
737-14														ɔ ə d		
340-14														s a		
1111-14														s uːi̯		
485-14														ŋ uːi̯		
1356-14														uːi̯ ɔ h		
1093-14														d o ŋ		
1063-14														d f ai̯		
648-14														f uːi̯ ŋ		
223-14														g ɔ n		
1248-14														f uːi̯		
1509-14														d ai̯ ɲ		
504-14														f ɔ h		
2130-14														s iː		
386-14														o ʔ		
1411-14														ʔ ɔ		
1027-14														g a ʔ		
2077-14														ai̯ ɔ h		
1459-14														g l uːi̯		
1323-14														ɔ ə		
1859-15															ŋ uːi̯	
175-15															ɨi̯ a	
241-15															ʔ u ʔ	
2163-15															ɨi̯ u n	
2181-15															n a m	
2060-15															ʔ uːi̯ m	
410-15															d a	
1841-15															m v	
2017-15															h uːi̯	
1004-15															uːi̯ ɨi̯	
614-15															b ou̯ h	
686-15															b l uːi̯	
88-15															ɨi̯ au̯ ʔ	
872-15															n uːi̯ ŋ	
1891-15															d ɨi̯	
68-15															s ɨi̯ m	
631-15															b uːi̯ n	
594-15															ɨi̯ ɨi̯	
1759-15															h a ɲ	
805-15															ɨi̯ ɨi̯ ɲ	
756-15															h ɨi̯	
1201-15															m ɨi̯ ʔ	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															e ŋ	
17-15															v a c	
4-15															ɨi̯ m	
788-15															d uːi̯	
1219-15															h ɨi̯ m	
141-15															ʔ e ŋ	
541-15															b r j a ŋ	
1687-15															h u n	
123-15															e m	
1652-15															e ɲ	
576-15															ŋ ɔː	
1738-15															d a ɨi̯	
442-15															h ou̯ m	
368-15															e j a ŋ	
1778-15															p a c	
957-15															n au̯ a	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															ɔ ŋ	
720-15															ɨi̯ uːi̯ h	
287-15															ɨi̯ a uːi̯	
321-15															g a h	
206-15															d ou̯ ʔ	
1950-15															ʔ ɨi̯	
665-15															ɨi̯ n	
703-15															n ɨi̯ ʔ	
1290-15															m a	
1391-15															ou̯ a t	
269-15															ɨi̯ a ɨi̯	
855-15															a n	
2078-15															s a	
2213-15															m uːi̯	
1858-15															s a	
1151-15															g j a n	
737-15															p ɨi̯ t	
340-15															s a	
1111-15															s uːi̯	
485-15															ŋ a	
1356-15															m u h	
1093-15															ɨi̯ o ŋ	
1063-15															d e m	
648-15															ɨi̯ ɲ	
223-15															uːi̯ ɔː n	
1248-15															e	
1509-15															ɨi̯ uːi̯ n	
504-15															u h	
2130-15															s uːi̯	
