COGID	1	10	2	3	4	5	6	7	8	9
181-9									g o ŋ g o	
1083-9									l i l a	
2689-10										a a m a
893-10										a n a
1285-10										ts w a
2197-10										s a l a
2828-10										s i a a
1095-10										l i m a
1755-10										n̩ ɛ
3207-10										f ʊ l a
3519-10										r ʊ m a
448-10										u n n i
630-10										b ɛ ɛ l ɛ
1216-10										χ b a
1418-10										s i m a
2775-10										b ʊ m m a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										k l ʊ ʊ
1083-10										l i l a
1122-10										b i a a
