COGID	dutch	english	french	german
1885-1	x r ɑ p			
2156-1	v r + k ɛ l + t ɔ ŋ			
1903-1	w ɔ n			
525-1	z w ɛ l ɔ ŋ			
276-1	l aː m			
274-1	d oː p			
278-1	b l ɪ t			
258-1	b ɔ + d z ɔ ŋ k ə			
256-1	n aː k t			
383-1	eː t ə			
207-1	r ɛɪ f			
376-1	d r ɪ ŋ k ə			
2009-1	oː p ə			
2003-1	k eː t ə l			
2024-1	p aː w			
1321-1	k aː p			
1976-1	t ɑ ŋ ə			
1243-1	m aː l t ɛɪ ə t t			
1265-1	m iː l x			
1261-1	z iː v ə			
655-1	b r oː t			
650-1	d eː x			
1532-1	k n eː d ə			
-36-1	z ʉ p			
34-1	b oː n			
-1647-1	v aː ɣ ə			
-1615-1	ɑu l ə			
125-1	v ɛ t			
1659-1	h oː n ə			
1661-1	m eː l k			
1676-1	b uː d ə r			
480-1	d z ɛ ŋ x			
1466-1	k l ɛɪ d ɔ ŋ			
2277-1	w ɔ l			
2271-1	v eː l t			
2293-1	l aː d ə r			
624-1	s m ɛ n ə			
628-1	s m ɪ n d ə l			
626-1	w ɛɪ v ə			
633-1	n aː d ə l ə			
1185-1	v ə t + z uː s t ə z			
1179-1	h uː t			
2168-1	k aː m			
1952-1	d aː r			
899-1	l ɛɪ d ə r			
922-1	b eː t			
-934-1	l aː m p			
916-1	d r oː x			
1726-1	v ɛ l t			
2108-1	p l ʉ ɣ ə			
1133-1	v ʉ r k			
2114-1	s p aː d ə			
1272-1	r ɔ ɣ			
1979-1	x r ɑ s			
1989-1	h ɑu j			
-2260-1	p l ɑ n t ə			
70-1	b uː k			
-89-1	w aː n ə ə t + s t ɔ x			
-12-1	p ɛɪ f ə			
713-1	z aː f t			
747-1	n eː t ə l			
308-1	d ɔ n			
289-1	b ɪ n d ə			
1930-1	b r aː ts ə			
1928-1	s p ɑ l d aː			
858-1	v ə + t z aː k ə			
1577-1	oː f h ɛ ŋ ə			
908-1	w ɑ z ə			
648-1	b aː r ə			
1855-1	h aː ə			
657-1	h aː m ə r			
2058-1	n aː x l			
949-1	v + m iː t			
1642-1	x ɔ l			
1640-1	z eː l v ə r			
1633-1	ɛɪ z ə			
1630-1	t ɪ w			
1469-2		s ɪ n t		
2047-2		s ɔ n		
2054-2		d ɔ n d r		
1375-2		l ɪ t		
760-2		w ɪ n t		
756-2		s n ɪ w		
726-2		m ɪ d r		
1351-2		r ɔ t + f ɪ d r		
1353-2		r ɔ t + m ɪ d r		
412-2		s n d r		
406-2		s n d r		
1005-2		s t ɪ f + f ɪ d r		
1012-2		s t ɪ f + m ɪ d r		
1016-2		ɪ d w n ɔː r		
1069-2		ɪ k		
509-2		f ɔ l		
693-2		ɔ l + ɪ s l		
2179-2		n ɪ s t		
1753-2		f f ɪ s		
1131-2		w ɔ l f		
1198-2		b ɪ r t		
2032-2		h ɔ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k + n ɪ		
945-2		h ɔː r t		
1534-2		l ɪ k		
384-2		s ɔ		
1650-2		n ɔ t		
1663-2		s ɪ l t		
2279-2		l ɪ n		
471-2		s ɪ		
1385-2		s ɪ t		
792-2		iː ɪ k		
1111-2		m ɪ s t		
197-2		s ɔ d		
2020-2		l ɪ ŋ		
867-2		h ɔ n d r t		
1970-2		f ɔ l		
1230-2		d + ɔː r d		
2017-2		n ɪ w		
968-2		w ɔː r l t		
1674-2		l ɪ n t		
1671-2		h ɔ f l		
829-2		k l ɪ f		
1025-2		w ɪ t r		
1027-2		s ɪ		
1832-2		r ɪ w		
-1816-2		ɔ s ɪ ɪ n		
-335-2		l ɪ ɪ n		
1043-2		s t r ɔ m		
423-2		s t ɪ n		
2049-2		m ɪ n d		
2062-2		s t ɔ r m		
2065-2		r + b ɔ		
1368-2		s ɪ d		
1365-2		d ɪ w		
754-2		r ɪ		
768-2		w ɪ d r		
1211-2		f ɪ r		
106-2		m ɪ n		
-98-2		b ɪ b ɪ		
719-2		f ɪ d r		
1341-2		s ɔ n		
-2027-2		t ɪ n t		
-2026-2		n ɪ f		
409-2		s n + s ɔ n		
402-2		s n d t r		
1014-2		s ɪ f + d ɔ t r		
1059-2		w ɪ r		
120-2		s t ɔː l		
2194-2		ɔ s		
2199-2		k ɔː l f		
2197-2		s ɪ p		
1523-2		s ɔ		
512-2		m ɔː r		
2141-2		h ɪ n		
2147-2		ɪ n s		
814-2		k r ɪ		
810-2		d ɔ b		
1758-2		m ɔ s		
1760-2		r ɪ t		
1620-2		f ɪ n		
1282-2		w ɔː l f ɪ s		
1136-2		f ɔ s		
1309-2		l ɔ s		
1307-2		n ɪ t		
1305-2		f l ɔ		
711-2		w ɪ s p		
1442-2		f l ɪ		
62-2		m ɪ		
-73-2		m ɪ s k ɪ t iː		
1810-2		h ɔ t		
1805-2		f l ɪ s		
1813-2		h ɪ r		
1811-2		b l ɪ t		
690-2		r ɪ p		
2177-2		h ɔ f t		
246-2		k b r ɪ w		
249-2		ɔ + l ɪ t		
1506-2		n s f l ɔ l		
2242-2		m ɔ n t		
2245-2		t ɔ ŋ		
2174-2		s ɪ l d r		
603-2		l + b ɔ		
601-2		h ɪ n t		
615-2		f ɪ ŋ r		
901-2		k l ɪ w		
608-2		f ɪ t		
596-2		t ɪ n		
937-2		b ɔ r iː s t		
936-2		n ɪ b l		
646-2		l ɔ ŋ		
947-2		l ɪ b r		
1606-2		h ɔ p d		
472-2		n ɪ s		
1535-2		s w ɪ t		
1546-2		s p ɪ		
1959-2		s l ɪ p		
694-2		s n ɔː r k		
1961-2		d r ɔ m		
323-2		l ɪ b		
1885-2		r ɪ f		
2156-2		r + k ɪ l t + ɪ t		
1903-2		w ɔ n t		
525-2		s w ɔː l ɪ ŋ		
276-2		l ɪ m		
274-2		d ɔ f		
278-2		b l ɪ n t		
258-2		d r ɔ ŋ k		
256-2		n ɪ k t		
383-2		ɪ t		
207-2		r ɪ p		
376-2		d r ɪ ŋ k		
2014-2		r iː d		
2009-2		ɔ f		
2003-2		k ɪ t l		
2024-2		p ɪ n		
1321-2		k ɔ p		
1976-2		t ɪ ŋ		
1243-2		ɔː l iː d + t ɪ t		
1265-2		p ɔː l		
1261-2		s ɪ b		
655-2		b r ɔ t		
650-2		d ɪ		
1532-2		k n ɪ d		
-36-2		s ɪ p		
34-2		b ɔ n		
-1647-2		f ɪ		
-1615-2		ɔ + l ɪ		
125-2		f ɪ t		
1659-2		h ɔ n ɪ		
1661-2		m ɔː l k		
1676-2		b ɔ t r		
480-2		d r ɪ ŋ k		
1466-2		k l ɪ d ɪ ŋ		
2277-2		w ɔ l		
2271-2		f ɔː l t		
2293-2		l ɪ d r		
624-2		s p ɪ n		
628-2		s p ɪ n d l		
626-2		w ɪ b		
633-2		n ɪ d l t		
1185-2		s ɪ n + m ɪ + k r		
1179-2		h ɪ t		
2168-2		k ɪ m		
1952-2		d ɔ r		
899-2		l ɪ d r		
922-2		b ɪ t		
-934-2		l ɪ m p		
916-2		t r ɔ		
1726-2		f ɔː l t		
2108-2		p l ɪ		
1133-2		f ɔ r		
2114-2		s p ɪ d		
1272-2		r ɔ		
1979-2		r ɪ s		
1989-2		h ɔ		
-2260-2		p l ɪ n t		
70-2		b ɔ k		
-89-2		r t d iː		
-12-2		p ɪ p		
713-2		s ɪ p d		
747-2		n ɪ t l		
308-2		d ɪ n		
289-2		b ɪ n d		
1930-2		b r ɪ k		
1928-2		s p + l ɪ t		
858-2		t + r ɪ k		
1577-2		ɔ p + h ɪ ŋ		
908-2		w ɪ s		
648-2		b ɔ r		
1855-2		ɔ t + h ɔ l		
657-2		h ɪ m r		
2058-2		n ɪ l		
949-2		s m ɪ t		
1642-2		ɪ l t		
1640-2		s ɔː l b r		
1633-2		ɪ s		
1630-2		t ɪ n		
1469-3			e a y	
2047-3			e a l y ʀ	
2054-3			t a a t a	
1375-3			l a ɛ e y	
760-3			ə a ɡ	
756-3			p l a ʀ	
726-3			l a t a	
1351-3			p ʀ a l t a ʀ a	
1353-3			p ʀ a l a l a	
412-3			p v a ɛ a a ʀ a t a ʀ i k ʀ ʀ ʀ ʀ	
406-3			p v a ɛ a a l a t a ʀ i k ʀ ʀ ʀ ʀ	
1005-3			p t a b a ʀ a	
1012-3			p t a b a l a	
1016-3			l a t ɑ̃ a ʀ ʀ k ʀ	
1069-3			ʃ a y	
509-3			e a l a	
693-3			p l a l ʀ ʀ a	
2179-3			ə a	
1753-3			p ɛ a y ʀ	
1131-3			l a l	
1198-3			b a l t	
2032-3			e a y	
2241-3			l a y	
2244-3			l a b y	
610-3			e a y	
945-3			e a	
1534-3			l a a	
384-3			e a ɛ a	
1650-3			p ɛ a	
1663-3			e a y	
2279-3			l a l a	
471-3			e a a	
1385-3			e a t y ʀ	
792-3			l a y	
1111-3			ə a y	
197-3			e a t a	
2020-3			l a y	
867-3			e a a t a ʀ ʀ k	
1970-3			e a l ʀ	
1230-3			t a ɛ a t ʀ ʀ	
2017-3			p l a y ʀ	
2183-3			p t a y ʀ	
1521-3			e a y	
1755-3			p ɛ a y	
1760-3			ʀ a t	
1196-3			e a ɛ y	
575-3			a a ɛ a a ʀ	
2014-3			ʀ i a t y	
1321-3			e a b	
1265-3			b a l	
1469-4				z ɛ n
2047-4				z ʊ n
2054-4				d ʊ n d ə r
1375-4				l ɪ + ɡ l ts
760-4				v ɪ n t
756-4				ʃ n eː
726-4				m ʊ d ə r
1351-4				ɡ r + ts + b ə d ə r
1353-4				ɡ r t m ʊ d ə r
412-4				ɡ l b aː d ə r + + +
406-4				ɡ l m ʊ d ə r + + +
1005-4				ʃ ts iː + b eː d ə r
1012-4				ʃ ts iː f + m ʊ d ə r
1016-4				v ɛ t + au x aː r
1069-4				ʊ ɪ x
509-4				f ʊ l ə n
693-4				m + ʊ l + + eː z ə
2179-4				n ɛ t t
1753-4				b ɪ s
1131-4				v ɔ l f
1198-4				b aː ʊ r t
2032-4				h oː r n
2241-4				n ʊ t t
2244-4				l ɪ f n
610-4				k ʊ n iː
945-4				h ɛ r
1534-4				l ɪ x ə n
384-4				z ʊ ɡ ə n
1650-4				n ʊ oː t
1663-4				z a ts
2279-4				l ɪ n ə n
471-4				z ai j ə n
1385-4				z aː t n
792-4				j ʏ x
1111-4				m ɛ t
197-4				z ʊ t ə n
2020-4				l a ŋ
867-4				h ʊ n d ə r ts
1970-4				f ɔ l
1230-4				t ɡ + a r t ə n
2017-4				n + iː
968-4				v eː r ə l
1674-4				l ɛ n
1671-4				h ʊ b ə n
829-4				k l ɪ f t
1025-4				v aː s ə r
1027-4				z eː
1832-4				r au
-1816-4				ts eː b a n
-335-4				l aː ɡ ʊ n ə
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m a n ə
2062-4				ʃ t ɔ r m
2065-4				r ai ɡ ə + + b oː ɡ n
1368-4				ʃ aː d au
1365-4				t ʊ au
754-4				r ai ɡ ə n
768-4				v eː ɡ r
1211-4				f ʊ r
106-4				m a n
-98-4				b ɛ b iː
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts ɛ n ə
-2026-4				n eː f
409-4				ɡ l z oː n
402-4				ɡ l t ɔ x t ə r + + +
1014-4				ʃ ts iː f + t ɔ x t ə r
1059-4				v eː ə
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ ʊ ʃ n
2199-4				k a l f
2197-4				ʃ aː k
1523-4				z ʊ k
1521-4				b ɔ x
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r ai n
810-4				t ɔy f ə
1755-4				h ʊ t
1758-4				m ʊ t
1620-4				f ɪ n t
1282-4				v a l b ʊ s
1136-4				f ɔ ʃ
1309-4				l ʊ s
1307-4				n ɛ t n
1305-4				f l oː
711-4				v ɛ s k ə
1442-4				f l iː k n
62-4				m ʏ k ə
-73-4				m ʊ ʃ k iː t
1810-4				h ʊ t
1805-4				f l ai ʃ
1813-4				h aː r
1811-4				b l ʊ t
690-4				r ɪ k t
2177-4				h oː f t
246-4				v ɛ ŋ k + b r a ə
249-4				ɡ ɡ + l ʊ t
1506-4				n ʊ + f h ʊ ɡ ə
2242-4				m ʊ n t
2245-4				t ʊ ŋ ə
1196-4				n ɛ k n n
2174-4				ʃ a l d ə r
575-4				ɔ k ts ə l + + + n n
603-4				ɪ l ə + + b oː ɡ n n
601-4				h ɛ n
615-4				f ɪ ŋ n ə r
901-4				k l a ə
608-4				f ʊ t
596-4				t ai n n
937-4				b ɔ r ʊ ʃ t
936-4				n aː b ə l
646-4				l ʊ ŋ ə
947-4				l ai f ə r
1606-4				h ʊ f ə n
472-4				n iː r ə n
1535-4				ʃ v ɛ s ə n
1546-4				ʃ p ɔy k ə n
1959-4				ʃ l aː f ə n
694-4				ʃ n ʊ r k ə n
1961-4				t r oː m ə n
323-4				ɡ + l ai b ə n
1885-4				ɡ r aː f
2156-4				ɛ r + k a + ts x h ai t
1903-4				v ʊ n t ə
525-4				ʃ v ɛ l ʊ ŋ
276-4				l a m
274-4				t ɶː f
278-4				b l ɪ n t
258-4				ɡ ə + t r ʊ ŋ k ə n
256-4				n aː k ts
383-4				ɛ s ə n
207-4				r ai k
376-4				t r ɪ ŋ k ə n
2014-4				r ai z t n
2009-4				oː b ə n
2003-4				k ɛ s ə l
2024-4				p a n ə
1976-4				ts a ŋ n
1243-4				m aː l + + ts ai t
1261-4				z eː b ə n
655-4				b r oː t
650-4				t ai k
1532-4				k n ɛ t ə n
-36-4				ts ʊ k ə
34-4				b oː n ə
-1647-4				f eː k n
-1615-4				oː ʊ l iː
125-4				f ɛ t
1659-4				h oː n ʊ ŋ
1661-4				m ɛ l k
1676-4				b oː s ə r
480-4				ɡ ə + t r a ŋ ts
1466-4				k l ɛ d ʊ ŋ
2277-4				v ɔ l ə
2271-4				f ɛː l t
2293-4				l ai ɡ r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə
626-4				v eː b ə n
633-4				n aː ɡ ʊ l t
1185-4				ʃ ʊ n + m eː x k ə r
1179-4				h ʊ t
2168-4				k a m
1952-4				d ɔy r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a m k d
916-4				t r ɔ k
1726-4				f ɛ l t
2108-4				p l ʊ k ə n
1133-4				f oː r ə ə
2114-4				ʃ p aː d ə n
1272-4				r ɔ ɡ ə n
1979-4				ɡ r aː s
1989-4				h oː
-2260-4				p l ɛ n ə n
70-4				b ɔy k ə
-89-4				v ɪ ŋ ə r n n
-12-4				p ai k n
713-4				ts a k ə
747-4				n ɛ s ə l
308-4				d ʊ n
289-4				b ɪ n d ə n
1930-4				b r ai x ə n
1928-4				pf l l ai s ə n
858-4				ʊ ts ɡ + r ɪ x ə n
1577-4				ɔ p + h a ŋ ə n
908-4				v aː ts ə n
648-4				b oː r ə n
1855-4				ʊ t + h ɔ l ə n
657-4				h a m ə r
2058-4				n aː ɡ ə l
949-4				ɡ ə ə + + ʃ m ʊ t
1642-4				ɡ a ts
1640-4				z ɛː l f ə r
1633-4				eː z ə r
1630-4				t ɪ n
