COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1597-1	s ɔ ŋ															
1859-2		ŋ ɣ														
175-2		g a														
241-2		ʔ o ʔ														
2163-2		kʰ eː n														
2181-2		n ə m														
2060-2		ʔ ə m														
410-2		d b														
1841-2		m d														
2017-2		h ɔːi̯														
1004-2		o a														
614-2		b o h														
686-2		b l ɔːi̯														
88-2		g a ʔ														
872-2		n ɨ ŋ														
1891-2		d a														
68-2		dʑ m														
631-2		b ə n														
594-2		k a														
1759-2		h a n														
805-2		k ə n														
756-2		h ɨ g														
1201-2		m o ʔ														
2042-2		ʔ a														
1968-2		d a ʔ														
2000-2		dʑ ŋ														
17-2		b a ʔ														
4-2		dʑ əː m														
788-2		d b														
1219-2		h m														
141-2		ʔ ŋ														
541-2		b ʔ o a ŋ														
1687-2		h ʔ n														
123-2		dʑ m														
1652-2		dʑ ə n														
576-2		ŋ a														
1738-2		d a g														
442-2		h o m														
368-2		ɣ o a ŋ														
1778-2		b a ʔ														
957-2		n a b														
1704-2		ʔ ʔ														
304-2		j a m														
1796-2		dʑ a ŋ														
720-2		n o h														
287-2		g ə b														
321-2		l ə h														
206-2		d o ʔ														
1950-2		ʔ b														
665-2		dʑ o n														
703-2		n o ʔ														
1290-2		m b														
1391-2		g a ʔ														
269-2		k a ʔ														
855-2		dʑ a n														
2078-2		dʑ ə														
2213-2		m ɣ														
1111-2		ɔ b														
485-2		ŋ kʰ														
1356-2		m ʔ h														
1093-2		n o ŋ														
1063-2		d ɨ m														
648-2		dʑ ə n														
223-2		g a n														
1248-2		dʑ ɨ														
1509-2		n ɔːi̯ n														
504-2		dʑ o h														
2130-2		dʑ ɔːi̯														
1-2		ʔ o														
386-2		ɔː o ʔ														
1411-2		ʔ eː														
1027-2		k a ʔ														
2077-2		m a														
1459-2		g l kʰ														
1323-2		a ə														
975-2		ɣ a h														
940-2		ŋ a h														
1476-2		ʔ a h														
1923-2		n l														
105-2		n a ŋ														
1431-2		ʔ kʰ														
37-2		dʑ ŋ														
1152-2		b a														
1814-2		m a n														
1183-2		n a n														
1430-2		d o														
1721-2		ʔ a ʔ														
1617-2		b o ʔ														
1564-2		b a ʔ														
2111-2		l p														
1563-2		ɔ a														
1859-3			n h													
175-3			h a													
241-3			ʔ h ʔ													
2163-3			kʰ ʔ r													
2181-3			r a h													
2060-3			ʔ l h													
410-3			d ʔ													
1841-3			h s													
2017-3			h i													
1004-3			a													
614-3			a o h													
686-3			a k i													
88-3			h a ʔ													
872-3			r o n													
1891-3			d a													
68-3			s kʰ h													
631-3			b ə r													
594-3			g a													
1759-3			h a r													
805-3			g kʰ r													
756-3			h o ʔ													
1201-3			h j ʔ													
2042-3			ʔ a													
1968-3			d a ʔ													
2000-3			ʔ n													
17-3			h a ʔ													
4-3			ʔ ɔː h													
788-3			d h													
1219-3			h kʰ h													
141-3			ʔ n													
541-3			b o a n													
1687-3			h h r													
123-3			ʔ h													
1652-3			o l r													
576-3			n w													
1738-3			d a h													
442-3			h ɔ h													
368-3			d o a n													
1778-3			ɔː a ʔ													
957-3			r a ʔ													
1704-3			ʔ ʔ													
304-3			j a h													
1796-3			o a n													
720-3			d kʰ h													
287-3			a ə a													
321-3			k ə h													
206-3			d o ʔ													
1950-3			ʔ													
665-3			ʔ o a													
703-3			r o ʔ													
1290-3			h i													
1391-3			h ə ʔ													
269-3			g ə ʔ													
855-3			o a r													
2078-3			s l													
2213-3			h h													
1858-3			s a													
1151-3			g j a													
737-3			b ə ʔ													
340-3			ʔ a													
1111-3			s l													
485-3			n kʰ													
1356-3			h h													
1093-3			d o n													
1063-3			d j h													
648-3			o l r													
223-3			g ɔː r													
1248-3			ɔː kʰ													
1509-3			d i r													
504-3			o o h													
1-3			ʔ n													
386-3			j o ʔ													
1411-3			ʔ ʔ													
1027-3			g a ʔ													
2077-3			h ə													
1459-3			g k kʰ													
1323-3			ə													
1538-3			j a h													
975-3			r a h													
940-3			n a h													
1476-3			ʔ a h													
105-3			h ɔː n													
1431-3			ʔ kʰ													
37-3			kʰ n													
1152-3			b a													
1814-3			h a r													
1890-3			s a													
1430-3			d o													
1721-3			ʔ ɔː ʔ													
1617-3			a o ʔ													
1564-3			ɔː ɔː ʔ													
1028-3			ʔ a													
1563-3			s a													
1859-4				ŋ t												
175-4				g a												
241-4				ʔ u ʔ												
2163-4				ʔ t n												
2181-4				n a												
2060-4				ʔ ɨ												
410-4				t ʔ												
1841-4				aːu̯												
2017-4				h aːu̯												
1004-4																
614-4				b o h												
686-4				b l aːu̯												
88-4				g a ʔ												
872-4				n ɨ ŋ												
1891-4				t												
68-4				aːu̯ i												
631-4				b ə n												
594-4				g												
1759-4				h a n												
805-4				g ɨ n												
756-4				h ɨ g												
1201-4				u ʔ												
2042-4				ʔ a												
1968-4				t a ʔ												
2000-4				t ŋ												
17-4				g a ʔ												
4-4				t əː												
788-4				t ɨ												
1219-4				h i												
141-4				ʔ ŋ												
541-4				b o a ŋ												
1687-4				h u n												
123-4				t												
1652-4				l ə n												
576-4				ŋ a												
1738-4				t a g												
442-4				h o												
368-4				t o a ŋ												
1778-4				b a ʔ												
957-4				n a b												
1704-4				ʔ ʔ												
304-4				ɨ a												
1796-4				l a ŋ												
720-4				tʰ b h												
287-4				g ə b												
321-4				l ə h												
206-4				t o ʔ												
1950-4				ʔ k												
665-4				t o a												
703-4				n o ʔ												
1290-4				ʔ												
1391-4				g a ʔ												
269-4				g a ʔ												
855-4				l a n												
2078-4				ə												
2213-4				t												
1858-4				aːu̯ a												
1151-4				g ɨ a n												
737-4				b ə t												
340-4				ʔ a												
1111-4				ɨ												
485-4				ŋ b												
1356-4				g u h												
1093-4				t o ŋ												
1063-4				t												
648-4				i ə ŋ												
223-4				g ʔ n												
1509-4				n a ŋ												
504-4				l o h												
2130-4				aːu̯ l												
1-4				ʔ ə												
386-4				ɨ o ʔ												
1411-4				ʔ u												
1027-4				g a ʔ												
2077-4				tʰ a												
1459-4				g a ʔ												
975-4				ə a h												
940-4				ŋ a h												
1476-4				ʔ a h												
1923-4				n i												
105-4				g a ŋ												
1431-4				ʔ i												
37-4				t ŋ												
1152-4				b a a												
1183-4				n ʔ n												
1430-4				t o												
1721-4				ʔ tʰ ʔ												
1617-4				b o ʔ												
1028-4				ʔ a												
2111-4				l												
1859-5					ŋ i											
175-5					k a											
241-5					ʔ u ʔ											
2163-5					kʰ ɗ											
2181-5					ʔ ɨ m											
2060-5					ʔ l m											
410-5					ɗ ʔ											
1841-5					m s											
2017-5					h ei̯											
1004-5					l a											
614-5					b o h											
686-5					b l ei̯											
88-5					k a ʔ											
872-5					ʔ o ŋ											
1891-5					ɗ a											
68-5					s l m											
631-5					b ə r											
594-5					k a											
1759-5					h a ʔ											
805-5					k ɨ ʔ											
756-5					h o ʔ											
1201-5					m u ʔ											
2042-5					ʔ a											
1968-5					ɗ a ʔ											
2000-5					dʑ ŋ											
17-5					h ɨ ʔ											
4-5					dʑ ɔ m											
788-5					ɗ kʰ											
1219-5					h l m											
141-5					ʔ ŋ											
541-5					b r o a											
1687-5					h u r											
123-5					dʑ m											
1652-5					dʑ ɨ ʔ											
576-5					ŋ a											
1738-5					ɗ ɨ ʔ											
442-5					h o m											
368-5					ɗ o a											
1778-5					p ɨ ʔ											
957-5					ʔ a ʔ											
1704-5					ʔ ʔ											
304-5					aːi̯ a m											
1796-5					dʑ a ŋ											
720-5					ʔ ɔ h											
287-5					k ə ɨ											
321-5					l s h											
206-5					ɗ o ʔ											
1950-5					ʔ ɨ											
665-5					dʑ ɔ a											
703-5					ʔ o ʔ											
1290-5					m ʔ											
1391-5					k a ʔ											
269-5					k a ʔ											
855-5					dʑ a ʔ											
2078-5					s ɨ											
2213-5					m i											
1858-5					s a											
1151-5					k j a											
737-5					p l ʔ											
340-5					ʔ a											
1111-5					s i											
485-5					ŋ ʔ											
1356-5					m u h											
1093-5					ʔ o ŋ											
1063-5					ɗ ŋ m											
648-5					dʑ ə ʔ											
223-5					k ʔ ʔ											
1248-5					dʑ ʔ											
1509-5					ʔ ei̯ ʔ											
504-5					dʑ ɔ h											
2130-5					s ei̯											
1-5					ʔ o											
1411-5					ʔ uː											
2077-5					m ɔ											
1323-5					a ʔ											
1538-5					r j a h											
1923-5					ʔ l											
37-5					dʑ ŋ											
1152-5					b l											
1814-5					m a ʔ											
1890-5					s a											
1564-5					b o ʔ											
1597-5					s ɨ ŋ											
1859-6						ŋ o										
175-6						k ə										
241-6						ʔ l ʔ										
2163-6						k l										
2181-6						ʔ ə m										
2060-6						ʔ o m										
410-6						ɗ ʔ										
1841-6						m s										
2017-6						h ei̯										
1004-6						a										
614-6						b o h										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						ʔ o ŋ										
1891-6						ɗ a										
68-6						s b m										
631-6						b r r										
594-6						k a										
1759-6						h ə ɗ										
805-6						k w ŋ										
756-6						h o k										
1201-6						m u ʔ										
2042-6						ʔ a										
1968-6						ɗ ə ʔ										
2000-6						dʑ ŋ										
17-6						k ə ʔ										
4-6						dʑ əː m										
788-6						ɗ o										
1219-6						h b m										
141-6						ʔ ŋ										
541-6						b r o a ŋ										
1687-6						h o r										
123-6						dʑ m										
1652-6						dʑ b ʔ										
576-6						ŋ a										
1738-6						ɗ ə k										
442-6						h o m										
368-6						ɗ o a ŋ										
1778-6						b ə ʔ										
957-6						ʔ a ʔ										
1704-6						ʔ ʔ										
304-6						aːi̯ a m										
1796-6						dʑ a ŋ										
720-6						ɗ k h										
287-6						k ʔ b										
321-6						k əː h										
206-6						ɗ o ʔ										
1950-6						ʔ m										
665-6						dʑ o a										
703-6						ʔ o ʔ										
1290-6						m k										
1391-6						k a ʔ										
269-6						k a ʔ										
855-6						dʑ a ʔ										
2078-6						s ə n										
2213-6						m o										
1858-6						s ə										
1151-6						k j a										
737-6						b r ɗ										
340-6						ʔ a										
1111-6						s dʑ										
1093-6						ɗ o ŋ										
1063-6						ɗ w m										
648-6						dʑ ə ŋ										
1248-6						dʑ o										
1509-6						ɗ ei̯ ʔ										
504-6						dʑ ɔː h										
2130-6						s ei̯										
1-6						ʔ əː										
1411-6						ʔ o										
2077-6						m ə										
1323-6						a o										
1538-6						r aːi̯ a h										
1923-6						ʔ iː										
37-6						dʑ aːi̯ ŋ										
1152-6						b ə a										
1814-6						m a ŋ										
1597-6						s a ŋ										
1859-7							ŋ o									
175-7							g a									
241-7							ʔ ʔ									
2163-7							ʔ n									
2181-7							n a									
2060-7							ʔ ə									
410-7							t ʔ									
1841-7							aːu̯									
2017-7							h ɔːi̯									
1004-7							o ə									
614-7							b o h									
686-7							b l ɔːi̯									
88-7							g a ʔ									
872-7							n ɨ ŋ									
1891-7							t ə									
68-7							s iː									
631-7							a l n									
594-7							l ə									
1759-7							h a n									
805-7							l ə n									
756-7							h ɨ g									
1201-7							u ʔ									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							t ə ŋ									
17-7							h a ʔ									
4-7							t əː									
788-7							t o									
1219-7							h iː									
141-7							ʔ ə ŋ									
541-7							b l o a ŋ									
1687-7							h n									
123-7							t ə									
1652-7							s ə n									
576-7							ŋ a									
1738-7							t a g									
442-7							h o									
368-7							t o a ŋ									
1778-7							b a ʔ									
957-7							n a b									
1704-7							ʔ ʔ									
304-7							l a									
1796-7							s a ŋ									
720-7							d o h									
287-7							g a a									
321-7							l ə h									
206-7							t o ʔ									
1950-7							ʔ									
665-7							t o n									
703-7							n o ʔ									
1290-7							ʔ									
1391-7							g a ʔ									
269-7							l a d									
855-7							s a n									
2078-7							s ə									
2213-7							o									
1858-7							s a									
1151-7							l l a n									
737-7							b ə d									
340-7							ʔ a									
1111-7							s o									
485-7							ŋ ʔ									
1356-7							h u h									
1093-7							d o ŋ									
1063-7							t o ɣ									
648-7							s ə ŋ									
223-7							l ʔ n									
1248-7							s ɨ									
1509-7							d a ŋ									
504-7							s o h									
2130-7							s əː									
1-7							ʔ o									
386-7							l o ʔ									
1411-7							ʔ									
1027-7							l a ʔ									
1459-7							g l ʔ									
975-7							a h									
940-7							ŋ a h									
1476-7							ʔ ə h									
1923-7							n l									
105-7							n a ŋ									
1431-7							ʔ tʰ									
37-7							l ŋ									
1152-7							a a a									
1183-7							n ɔ n									
1890-7							s a									
1430-7							t a									
1721-7							ʔ ɔ ʔ									
1617-7							b o ʔ									
1028-7							ʔ a									
2111-7							l									
1859-8								ŋ iː								
175-8								k a								
241-8								ʔ əː ʔ								
2163-8								kʰ əː n								
2181-8								n a m								
2060-8								ʔ i m								
410-8								d kʰ								
1841-8								m ʔ								
2017-8								h eː								
1004-8								o a								
614-8								b o h								
686-8								b l eː								
88-8								h ɨː ʔ								
872-8								n o ŋ								
1891-8								d a								
68-8								s i m								
631-8								b e n								
594-8								g a								
1759-8								h a ŋ								
805-8								kʰ i ŋ								
756-8								h o ŋ								
1201-8								m o ʔ								
2042-8								ʔ a								
1968-8								d a ʔ								
2000-8								d a ŋ								
17-8								kʰ a ʔ								
4-8								d ə m								
788-8								d iː								
1219-8								l i m								
141-8								ʔ a ŋ								
541-8								b r o a ŋ								
1687-8								h ʔ n								
123-8								d a m								
1652-8								dʑ ə ŋ								
576-8								ŋ ɛː								
1738-8								d a h								
442-8								h o m								
368-8								d o a ŋ								
1778-8								b a ʔ								
957-8								n a ʔ								
1704-8								ʔ ʔ								
304-8								o a m								
1796-8								dʑ a ŋ								
720-8								t ŋ h								
287-8								h e a								
321-8								g e ʔ								
206-8								d o ʔ								
1950-8								ʔ b								
665-8								d r a								
703-8								n o ʔ								
1290-8								m kʰ								
1391-8								ŋ a ʔ								
269-8								kʰ a t								
855-8								dʑ a n								
2078-8								s ə								
2213-8								m iː								
1858-8								s a								
1151-8								kʰ o a n								
737-8								b e t								
340-8								ʔ a								
1111-8								s iː								
485-8								ŋ kʰ								
1356-8								m ə h								
1093-8								t o ŋ								
1063-8								d o m								
648-8								dʑ e ŋ								
223-8								g ʔ n								
1248-8								dʑ o								
1509-8								t eː ŋ								
504-8								dʑ o h								
2130-8								s eː								
1-8								ʔ o								
386-8								ai̯ o ʔ								
1411-8								ʔ ʔ								
1027-8								g a ʔ								
2077-8								m a								
1459-8								g l kʰ								
1323-8								a ə								
1538-8								r o a h								
975-8								ŋ a l								
940-8								ŋ a l								
1476-8								ʔ a h								
1923-8								n l								
105-8								kʰ a ŋ								
1431-8								ʔ kʰ								
37-8								d kʰ ŋ								
1152-8								b a								
1183-8								n ʔ n								
1890-8								s a								
1430-8								d ɨː								
1564-8								b o ʔ								
1028-8								ʔ a								
2111-8								l ʔ								
1563-8								s a								
1597-8								s ɛː ŋ								
1859-9									ŋ iːu̯							
175-9									iː a							
241-9									ʔ ʔ ʔ							
2163-9									kʰ ʔ							
2181-9									n a h							
2060-9									ʔ i h							
410-9									d ʔ							
1841-9									h ʔ							
2017-9									h i							
1004-9									o i							
614-9									b u h							
686-9									b l i							
88-9									ŋ a ʔ							
872-9									n o ŋ							
1891-9									d i							
68-9									dʑ ai̯ h							
631-9									b ʔ p							
594-9									g i							
1759-9									h a r							
805-9									g a r							
756-9									h o ʔ							
1201-9									h o ʔ							
2042-9									ʔ i							
1968-9									d ɯː ʔ							
2000-9									ʔ ŋ							
17-9									ʔ ɯː ʔ							
4-9									ʔ ɨː h							
788-9									d ʔ							
1219-9									h ai̯ h							
141-9									ʔ ŋ							
541-9									b ʔ o i ŋ							
1687-9									h ʔ d							
123-9									ʔ h							
1652-9									dʑ r n							
576-9									ŋ ɔː							
1738-9									d a iː							
442-9									h o h							
368-9									d o i ŋ							
1778-9									p a ʔ							
957-9									n i ʔ							
1704-9									ʔ ʔ							
304-9									ʔ i h							
1796-9									dʑ ɔː ŋ							
720-9									d kʰ h							
287-9									ŋ a p							
321-9									l ɨː h							
206-9									ɨː u ʔ							
1950-9									ʔ i							
665-9									ʔ u i							
703-9									n u ʔ							
1290-9									h ʔ							
1391-9									ŋ a ʔ							
269-9									g i ʔ							
855-9									dʑ i n							
2078-9									dʑ i							
2213-9									h ʔ							
1858-9									dʑ a							
1151-9									g ʔ i							
737-9									p a d							
340-9									ʔ i							
485-9									ŋ ʔ							
1356-9									h ʔ h							
1093-9									d o ŋ							
1063-9									ʔ o h							
648-9									dʑ i ŋ							
223-9									g ɔː n							
1248-9									dʑ kʰ							
504-9									dʑ o h							
2130-9									dʑ i							
1-9									ʔ o							
386-9									o o ʔ							
1027-9									g a ʔ							
2077-9									h i							
1459-9									g l ʔ							
1323-9									i r							
1538-9									ʔ ʔ i h							
975-9									r a h							
940-9									ŋ a h							
1476-9									ʔ i h							
105-9									ʔ ɔː ŋ							
1431-9									ʔ ai̯							
37-9									dʑ ŋ							
1152-9									b a							
1814-9									h a r							
1430-9									d a							
1721-9									ʔ ɔː ʔ							
1617-9									b u ʔ							
1564-9									b ɔː ʔ							
1028-9									ʔ a							
1597-9									dʑ ɔː ŋ							
1859-10										ŋ ŋ						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										kʰ u ʔ						
2181-10										ʔ ɨ m						
2060-10										ʔ o m						
410-10										ɗ ɓ						
1841-10										m s						
2017-10										h e						
1004-10										o a						
614-10										b o h						
686-10										b l e						
88-10										g a ʔ						
872-10										ʔ o ŋ						
1891-10										ɗ a						
68-10										s b m						
631-10										b l ʔ						
594-10										g a						
1759-10										h i ʔ						
805-10										b i ʔ						
756-10										h o ʔ						
1201-10										m u ʔ						
2042-10										ʔ a						
1968-10										ɗ a ʔ						
2000-10										ɗ i ŋ						
17-10										b ɨ ʔ						
4-10										ɗ e m						
788-10										ɗ ŋ						
1219-10										h b m						
141-10										ʔ i ŋ						
541-10										b r o a						
1687-10										h u ʔ						
123-10										ɗ i m						
1652-10										dʑ e ʔ						
576-10										ŋ a						
1738-10										ɗ ɨ g						
442-10										h ɔ m						
368-10										d o a						
1778-10										ɓ ɨ ʔ						
957-10										ʔ a ɓ						
1704-10										ʔ ʔ						
304-10										aː a m						
1796-10										dʑ a ŋ						
720-10										ʔ ɓ h						
287-10										g ə ɓ						
321-10										l o ŋ						
206-10										ɗ o ʔ						
1950-10										ʔ i						
665-10										ɗ ɔ ʔ						
703-10										ʔ o ʔ						
1290-10										m ɓ						
1391-10										g a ʔ						
269-10										b a ʔ						
855-10										dʑ a ʔ						
2078-10										s e						
2213-10										m ŋ						
1858-10										s i						
1151-10										k aː a						
737-10										ɓ r ɗ						
340-10										ʔ i						
1111-10										s dʑ						
485-10										ŋ ɓ						
1356-10										m u h						
1093-10										ʔ o ŋ						
1063-10										ɗ ɓ m						
648-10										dʑ ɗ ŋ						
223-10										b a ʔ						
1248-10										dʑ ɗ						
1509-10										ʔ e ŋ						
504-10										dʑ ɔ h						
2130-10										s e						
1-10										ʔ o						
386-10										ɓ o ʔ						
1411-10										ʔ u						
1027-10										g i ʔ						
2077-10										m a						
1323-10										a e						
1538-10										r aː a h						
37-10										ɗ ŋ						
1152-10										b l						
1814-10										m i ʔ						
1890-10										s i						
1028-10										ʔ i						
1563-10										s a						
1859-11											ŋ ɨ					
175-11											k a					
241-11											ʔ ʔ					
2163-11											ʔ n					
2181-11											n a m̥					
2060-11											ʔ ɨ m̥					
410-11											t ɔi̯					
1841-11											m̥					
2017-11											h ɔi̯					
1004-11											a					
614-11											b o h					
686-11											b a ɔi̯					
88-11											k a ʔ					
872-11											n ɨ ŋ					
1891-11											t a					
68-11											s iː m̥					
631-11											b ə n					
594-11											l a					
1759-11											h a n					
805-11											k a n					
756-11											h ɨ k					
1201-11											m̥ u ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											t a ŋ					
17-11											h a ʔ					
4-11											t əː m̥					
788-11											t o					
1219-11											h iː m̥					
141-11											ʔ a ŋ					
541-11											b ʔ o a ŋ					
1687-11											h n					
123-11											t a m̥					
1652-11											l ə n					
576-11											ŋ a					
1738-11											t a k					
442-11											h o m̥					
368-11											t o a ŋ					
1778-11											b a ʔ					
957-11											n a b					
1704-11											ʔ ʔ					
304-11											u a m̥					
1796-11											l a ŋ					
720-11											d ŋ h					
287-11											k ə b					
321-11											l ə					
206-11											t o ʔ					
1950-11											ʔ					
665-11											t ŋ a					
703-11											n o ʔ					
1290-11											m̥ ɔi̯					
1391-11											k a ʔ					
269-11											l a d					
855-11											l a n					
2078-11											s a					
2213-11											m̥ o					
1858-11											s a					
1151-11											l o a n					
737-11											b ə d					
340-11											ʔ a					
1111-11											s o					
485-11											ŋ ʔ					
1356-11											m̥ u h					
1093-11											d o ŋ					
648-11											l ə ŋ					
223-11											l ʔ n					
1248-11											s ɨ					
1509-11											d a ŋ					
504-11											l o h					
2130-11											s ɔi̯					
1-11											ʔ o					
386-11											o o ʔ					
1411-11											ʔ					
1027-11											k a ʔ					
2077-11											m̥ a					
1459-11											k a ʔ					
1538-11											l ɔi̯ a h					
975-11											a h					
940-11											ŋ a h					
1476-11											ʔ a h					
1923-11											n iː					
105-11											ŋ a ŋ					
1431-11											ʔ iː					
37-11											l ŋ					
1152-11											b a a					
1183-11											n a n					
1890-11											s a					
1430-11											t ə					
1721-11											ʔ ʔ					
1617-11											b o ʔ					
1028-11											ʔ a					
2111-11											a					
1597-11											s a ŋ					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n a m				
2060-12												ʔ a m				
410-12												t ʔ				
1841-12												m s				
2017-12												h				
1004-12												a				
614-12												b o h				
686-12												b a				
88-12												k a ʔ				
872-12												n ɨ ŋ				
1891-12												o a				
68-12												s i m				
631-12												b ə n				
594-12												g a				
1759-12												h a n				
805-12												g i ɲ				
756-12												h ɨ k				
1201-12												m o ʔ				
2042-12												ʔ a				
1968-12												u a ʔ				
2000-12												c ŋ				
17-12												k a ʔ				
4-12												c ə m				
788-12												ʔ ʔ				
1219-12												h i m				
141-12												ʔ ŋ				
541-12												b ʔ j a ŋ				
1687-12												h u n				
123-12												c m				
1652-12												c ə n				
576-12												ŋ a				
1738-12												ʔ a k				
442-12												h o m				
368-12												ə j a ŋ				
1778-12												p a ʔ				
957-12												n a ʔ				
1704-12												ʔ ʔ				
304-12												j a m				
1796-12												c a ŋ				
720-12												t ŋ h				
287-12												k a p				
321-12												g ə̆ h				
206-12												m o ʔ				
1950-12												ʔ b				
665-12												c o n				
703-12												n o ʔ				
1290-12												m ʔ				
1391-12												k a ʔ				
269-12												g a ʔ				
855-12												c a n				
2078-12												s ɛ				
2213-12												m ʔ				
1858-12												s a				
1151-12												g j a n				
737-12												p ə t				
340-12												ʔ a				
1111-12												s ʔ				
485-12												ŋ ʔ				
1356-12												m u h				
1093-12												t o ŋ				
1063-12												o ɔ m				
648-12												c ə̆ ŋ				
223-12												g ɔ n				
1248-12												c ʔ				
1509-12												t a ɲ				
504-12												c o h				
2130-12												s k				
1-12												ʔ o				
386-12												j o ʔ				
1411-12												ʔ u				
1027-12												g a ʔ				
2077-12												m a				
1459-12												g a ʔ				
1323-12												a ə				
1538-12												ʔ j a h				
975-12												a h				
940-12												ŋ a h				
1476-12												ʔ a h				
1923-12												n a				
105-12												k a ŋ				
1431-12												ʔ ɛ				
1814-12												m a n				
1183-12												n ɔ n				
1890-12												s a				
1430-12												t a				
1721-12												ʔ ɔ ʔ				
1617-12												b o ʔ				
1564-12												b ɔ ʔ				
1028-12												ʔ a				
2111-12												a				
1563-12												s a				
1597-12												s ɔ ŋ				
1859-13													ŋ ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ u			
2181-13													n a m			
2060-13													ʔ ə m			
410-13													ə ʔ			
1841-13													m s			
2017-13																
1004-13													o a			
614-13													b o			
686-13													b l c			
88-13													k a ʔ			
872-13													n ɨ k			
1891-13													ə a			
68-13													s ɨ m			
631-13													b ə n			
594-13													g a			
1759-13													a n			
805-13													g a n			
756-13													ɨ k			
1201-13													m o ʔ			
2042-13													ʔ a			
1968-13													ə a ʔ			
2000-13													ɛ ŋ			
17-13													kʰ a ʔ			
4-13													ɛ ə m			
788-13													ʔ ʔ			
1219-13													ɨ m			
141-13													ʔ ŋ			
541-13													b r j a			
1687-13													u n			
123-13													ɛ m			
1652-13													c ə n			
576-13													ŋ ɔ			
1738-13													ʔ a kʰ			
442-13													o m			
368-13													ə j a			
1778-13													p a ʔ			
957-13													n a ʔ			
1704-13													ʔ ʔ			
304-13													j a m			
1796-13													c a ŋ			
720-13													t kʰ			
287-13													k a a			
321-13													g ə			
206-13													ə o ʔ			
1950-13													ʔ			
665-13													ɛ ɛ n			
703-13													n o ʔ			
1290-13													m kʰ			
1391-13													k a ʔ			
269-13													g a ʔ			
855-13													c a n			
2078-13													s ɛ			
2213-13													m kʰ			
1858-13													s a			
1151-13													g j a			
737-13													p ə t			
340-13													ʔ a			
1111-13													s kʰ			
485-13													k ʔ			
1356-13													m u			
1093-13													t o k			
1063-13													o ə m			
223-13													g ɔ n			
1248-13													c ʔ			
1509-13													t a n			
504-13													c o			
2130-13													s ə			
1-13													ʔ o			
386-13													j o ʔ			
1411-13													ʔ u			
1027-13													g a ʔ			
2077-13													m a			
1459-13													g l ʔ			
1323-13													a ə			
1538-13													r j a			
975-13													a			
940-13													k a			
1476-13													ʔ a			
1923-13													n g			
