COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
46-4				n i ŋ				
98-4				g a ŋ tʃʰ i ŋ a				
125-4				b a ɲ a ŋ i a				
162-4				n a m s i				
171-4				g a ŋ p a				
219-4				d a ŋ p u				
247-4				tʃʰ a ŋ i u ŋ				
282-4				n a ŋ p u				
292-4				g a ŋ				
301-4				l u				
354-4				n a ŋ tʃʰ a a				
363-4				n a ŋ p u				
397-4				g a ŋ p i				
406-4				kʰ a m i ŋ				
426-4				n a k p a				
473-4				kʰ a ŋ tʃʰ i ŋ				
499-4				z a ŋ i ŋ				
526-4				g a ŋ a				
544-4				g u				
553-4				b a t a ŋ				
599-4				g a ŋ tʃʰ a ŋ				
608-4				b a ŋ p a				
617-4				a i ŋ				
645-4				a ŋ a				
663-4				s a ŋ p u ŋ				
672-4				d a ŋ p a				
681-4				n a l i				
690-4				l i ŋ				
708-4				tʃʰ a n r i ŋ p u				
717-4				d o k p u				
726-4				s i				
744-4				a g a				
782-4				l i				
791-4				ŋ a				
800-4				ŋ a				
809-4				n a m n i ŋ				
836-4				b a s i				
881-4				n a ŋ				
890-4				n a ŋ a				
899-4				s u a				
926-4				g a ŋ				
944-4				g a ŋ a ŋ				
953-4				n a a ŋ a ŋ				
980-4				l a ŋ i ŋ				
998-4				b a tʃ i				
1022-4				kʰ i a tʃʰ i ŋ				
1031-4				b a n a ŋ tʃʰ u a				
1069-4				g a i i ŋ tʃʰ m m a				
1079-4				n ŋ tʃʰ a i a				
1098-4				n a ŋ p u				
1117-4				b u ŋ				
1141-4				n a ŋ p u				
1189-4				n a ŋ				
1198-4				n a n a				
1208-4				z a l i m m				
1217-4				n a n i b				
1253-4				a ŋ a				
1271-4				n a ŋ a ŋ				
1289-4				l i ŋ				
1316-4				n i ŋ				
1325-4				g a ŋ				
1334-4				s a ŋ p a				
1343-4				b i a ŋ a ŋ				
1361-4				l a n a ŋ a ŋ				
1370-4				n a u ŋ				
1388-4				n a ŋ p a				
1397-4				g u ŋ				
1406-4				g u ŋ				
1424-4				g a n a ŋ b k k i a m m				
1433-4				s u g u				
1442-4				n a ŋ				
1451-4				b a tʃ a ŋ				
1468-4				g a k p a				
1477-4				n a ŋ				
1502-4				n a ŋ p u				
1511-4				n a p t̪ a a ŋ p a				
1529-4				tʃʰ a l u				
1538-4				s u l u				
1557-4				tʃʰ a ŋ p u ŋ				
1618-4				a ŋ p a				
1663-4				s u ŋ				
1689-4				s i i				
1698-4				g u ŋ				
1707-4				n a ŋ n i ŋ				
1716-4				n a ŋ tʃʰ a m				
1742-4				n a g a				
1751-4				b a ɲ a ŋ a				
1778-4				z u				
1787-4				d a ŋ p u m				
1823-4				l u ŋ				
1832-4				g a ŋ ŋ a				
1842-4				l u ŋ				
1860-4				n a ŋ tʃʰ a m				
1869-4				z a p tʃʰ a ŋ				
1888-4				n a ŋ p i				
1897-4				s a				
1932-4				n a n a ŋ e m k a m				
1950-4				s u				
1968-4				d a ŋ tʃʰ i tʃʰ a				
1978-4				d a t tʃʰ u				
1987-4				s a ŋ				
2015-4				n a ŋ i m				
2118-4				n a n a d̪ a ŋ tʃʰ i				
2238-4				n a ŋ i m				
2507-4				tʰ a ŋ u ŋ				
2526-4				n u				
2535-4				s s i				
2544-4				s i ŋ				
2560-4				s a ŋ n i b i ŋ				
2569-4				g a tʃʰ u ŋ				
2578-4				n a tʃ i ŋ				
2596-4				g u ŋ				
2615-4				l u				
2663-4				b a b i ŋ a				
2690-4				s a a				
2719-4				l a tʃ i				
2728-4				g a tʃ u ŋ				
2747-4				n a ŋ tʃʰ i m				
2756-4				s a ŋ p u				
10-5					dʒ a ŋ			
37-5					n a ŋ			
46-5					n a ŋ			
98-5					tʃ a ŋ tʃ i ŋ a			
125-5					b i l ă ŋ i a			
162-5					n a m s i			
171-5					dʒ a m b a			
219-5					tʃ a ŋ p u			
247-5					dʒ a ŋ kʰ u n			
282-5					n a ŋ p u			
292-5					g a ŋ			
301-5					l a			
354-5					n a m b u i			
363-5					n a m b u			
397-5					kʰ a m p i			
406-5					kʰ a i			
426-5					n o k p u			
473-5					b i n p a ŋ			
499-5					z a m i ŋ			
526-5					g a ŋ a			
544-5					kʰ a			
553-5					g a tʃ a ŋ			
599-5					g o i p a ŋ			
608-5					b a ŋ p u			
617-5					l a ŋ			
645-5					a ŋ a			
663-5					s a ŋ p a ŋ			
672-5					tʃ a ŋ p a			
681-5					n u l i			
690-5					l a ŋ			
708-5					dʒ a ŋ l i ŋ b u			
717-5					d o k p u			
726-5					ʃ a			
744-5					a g a			
782-5					ʃ a			
791-5					ŋ a			
800-5					ŋ a			
809-5					n a m ɲ i ŋ			
836-5					b s i			
881-5					l a m			
890-5					n a m a			
899-5					s a a			
926-5					dʒ a ŋ			
944-5					g a ɲ a ŋ			
953-5					n i a ɲ a ŋ			
980-5					w a ɲ i ŋ			
998-5					pʰ a tʃ i			
1022-5					kʰ e a kʰ a ŋ			
1031-5					b i n a ŋ k u ɾ a n			
1069-5					tʃ a j j ŋ b n ŋ			
1079-5					n n a ŋ a			
1098-5					n a ŋ p u			
1117-5					tʰ u ŋ			
1141-5					l i ŋ p u			
1189-5					l a ŋ			
1198-5					n u			
1208-5					z a l a n			
1217-5					n a ɲ i			
1253-5					a m a			
1271-5					n a ŋ i ŋ			
1289-5					ʃ a ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a ŋ			
1334-5					s i ŋ b u			
1343-5					b u a ɲ i ŋ			
1361-5					n a n i ŋ			
1370-5					n a u ŋ			
1388-5					n a ŋ p u			
1397-5					b a ŋ			
1406-5					g a ŋ			
1424-5					g a l a ŋ tʃ n kʰ i ŋ			
1433-5					ʃ o g u			
1442-5					l a m			
1451-5					b a tʃ a ŋ			
1468-5					g o k p u			
1477-5					n a ŋ			
1502-5					n a m p u			
1511-5					n a tʰ n l e ŋ b u			
1529-5					b a l i			
1538-5					s u l u			
1557-5					tʃ a ŋ p a ŋ			
1618-5					i ŋ g a			
1663-5					z u ŋ			
1689-5					ɾ a a			
1698-5					g u ŋ			
1707-5					n a ŋ ɲ a ŋ			
1716-5					n a m b			
1742-5					z u g u			
1751-5					b u tʃ a ŋ a			
1778-5					ʃ a			
1787-5					d i ŋ p u			
1823-5					l a ŋ			
1832-5					g a ŋ m a			
1842-5					l u ŋ			
1860-5					n a m b			
1869-5					z o p kʰ a ŋ			
1888-5					z a m b u			
1897-5					ʃ kʰ a			
1932-5					n a n a ŋ u m l a n			
1950-5					s a			
1968-5					tʃ a n tʃ a kʰ o ŋ			
1978-5					d a t p u			
1987-5					ʃ a ŋ			
2015-5					n a m kʰ ə n			
2118-5					n a n l a kʰ o r kʰ a n			
2238-5					n a m kʰ ə n			
2507-5					tʰ a ŋ i ŋ			
2526-5					l a			
2535-5					z a			
2544-5					ʃ a ŋ			
2560-5					s a ŋ l i i ŋ			
2569-5					kʰ a tʰ u ŋ			
2578-5					n a tʃ i ŋ			
2596-5					tʰ u ŋ			
2615-5					ɾ a			
2663-5					b i tʃ i			
2690-5					s i h̥ o			
2719-5					ɾ a g i			
2728-5					g a tʃ i ŋ			
2747-5					n a ŋ p o			
2756-5					s a ŋ b u			
10-6						tʰ a ŋ		
37-6						ŋ a m		
46-6						ŋ a m		
98-6						kʰ a n d a ŋ a		
125-6						b o a ŋ a a		
162-6						l a i d i		
171-6						dʒ o ŋ p a		
219-6						k a ŋ p u		
247-6						tʰ a ŋ l u ŋ		
282-6						l u ŋ b u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						n a m tʃ u tʃ i		
363-6						n a ŋ b u		
397-6						kʰ a ŋ p i		
406-6						kʰ o w i		
426-6						ɾ u k p a		
473-6						kʰ o ŋ z a ŋ		
499-6						z o ɲ i ŋ		
526-6						k a ŋ u		
544-6						g u		
553-6						g o tʃ i ŋ		
599-6						pʰ a i t a ŋ		
608-6						kʰ o ŋ p u		
617-6						w a m		
645-6						a ŋ a		
663-6						s o ŋ tʰ a r		
672-6						d o ŋ p a		
681-6						l o ɾ i		
690-6						s i ŋ		
708-6						d̪ a m l u ŋ b o		
717-6						d u t p u		
726-6						s i		
744-6						a w a		
782-6						s i		
791-6						ɾ a		
800-6						ɾ a		
809-6						n a m n e ŋ		
836-6						p i s i		
881-6						l a m		
890-6						l a w a		
899-6						s i m		
926-6						dʒ a m		
944-6						g o ɲ i ŋ		
953-6						n l a ɲ i ŋ		
980-6						w o ɲ i ŋ		
998-6						b o tʃ i		
1022-6						pʰ a o tʰ i r		
1031-6						p o l i ŋ u z u		
1069-6						d̪ o ŋ j n u		
1079-6						n u r t̪ a ŋ a		
1098-6						l a ŋ b u		
1117-6						tʃʰ u ŋ		
1141-6						l a ŋ b u		
1189-6						ɾ a m		
1198-6						n u tʃ		
1208-6						b a l i		
1217-6						l a ŋ i a		
1253-6						a m a		
1271-6						n o ŋ i ŋ		
1289-6						s i ŋ		
1316-6						ŋ a m		
1325-6						kʰ a m		
1334-6						s i ŋ p a		
1343-6						b u o n i ŋ		
1361-6						l o ɲ i n		
1370-6						n o ʃ u ŋ		
1388-6						l a ŋ u		
1397-6						b u ŋ		
1406-6						d a ŋ		
1424-6						g a ɾ a ŋ b kʰ i r		
1433-6						s a g a		
1442-6						l a m		
1451-6						b o tʃ i m		
1468-6						d u k p u		
1477-6						ŋ a m		
1502-6						n a m n u		
1511-6						n o t̪ a l u ŋ b o		
1529-6						b a ŋ a		
1538-6						s o s o		
1557-6						tʃ i n tʰ i ŋ		
1618-6						i ŋ tʃ a		
1663-6						ŋ a m		
1689-6						ŋ w i		
1698-6						g u ŋ		
1707-6						n o m n i ŋ		
1716-6						n a m tʃ a ŋ		
1742-6						l u tʃ i		
1751-6						p o tʃ a l a		
1778-6						s i		
1787-6						d u n p u		
1823-6						l a m		
1832-6						k a ŋ ŋ a		
1842-6						l u ŋ		
1860-6						n a m tʃ		
1869-6						tʃ a k t e ŋ		
1888-6						z a m b u		
1897-6						s w a		
1932-6						l o n a ŋ z u pː z e		
1950-6						s u		
1968-6						d o ŋ tʃ a d u n		
1978-6						d u k k u		
1987-6						ŋ a m		
2015-6						n a m ʃ u		
2118-6						n o ŋ a kʰ a n a a		
2238-6						n a m tʃ u		
2507-6						tʰ o ɲ i ŋ		
2526-6						l i h̥		
2535-6						s i a		
2544-6						s i ŋ		
2560-6						s a m n o tʰ i ŋ		
2569-6						kʰ a n tʰ a r		
2578-6						l o tʃ i ŋ		
2596-6						b u ŋ		
2615-6						ɾ a		
2663-6						p o tʃ i		
2690-6						s i ɾ a		
2719-6						ɾ u tʃ i		
2728-6						g o tʃ i ŋ		
2747-6						n o z tʃ ŋ		
2756-6						s i ŋ p u		
10-7							dʒ a ŋ	
37-7							n a ŋ	
46-7							n a ŋ	
98-7							tʃ a ŋ tʃ i l a	
125-7							b a l e ŋ i u	
162-7							n a m d i	
171-7							b a m b a	
219-7							d a ŋ p u	
247-7							tʃ a ŋ l u n	
282-7							n a ŋ p u	
292-7							g a ŋ	
301-7							l a	
354-7							n a m kʰ u i	
363-7							n a m b u	
397-7							kʰ a m p i	
406-7							kʰ a tʃ i	
426-7							n u k p a	
473-7							b a ŋ tʃ a ŋ	
499-7							z a m i ŋ	
526-7							g a ŋ a	
544-7							g a	
553-7							b u tʃ i ŋ	
599-7							kʰ a i kʰ a ŋ	
608-7							tʃ a ŋ p u	
617-7							ɾ a ŋ	
645-7							a ŋ a	
663-7							s a ŋ p u ŋ	
672-7							d a ŋ p a	
681-7							n u ɲ a	
690-7							ʃ a ŋ	
708-7							tʃ a ŋ r i ŋ b u	
717-7							d a k p u	
726-7							ʃ a	
744-7							a g a	
782-7							ʃ a	
791-7							ɾ a	
800-7							ɾ a	
809-7							n a m ɲ i ŋ	
836-7							b tʃ i	
881-7							ɾ a m	
890-7							n a m a	
899-7							ʃ a a	
926-7							dʒ a m	
944-7							g a ɲ i ŋ	
953-7							n a ɲ i ŋ	
980-7							w a ɲ i ŋ	
998-7							pʰ u tʃ i	
1022-7							pʰ a a kʰ i ŋ	
1031-7							b a n a ŋ t u ŋ a	
1069-7							tʃ a j j ŋ kʰ o e	
1079-7							n a ŋ kʰ i ə a	
1098-7							n a ŋ p u	
1117-7							tʃʰ u ŋ	
1141-7							n a ŋ b u	
1189-7							ɾ a ŋ	
1198-7							n u tʃ	
1208-7							z a l u n n	
1217-7							n a ɲ i kʰ	
1253-7							a m a	
1271-7							n a ŋ i ŋ	
1289-7							ʃ a ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a ŋ	
1334-7							z a ŋ b u	
1343-7							b u i n i ŋ	
1361-7							n a n i ŋ	
1370-7							n a u ŋ	
1388-7							n a ŋ p u	
1397-7							b u m	
1406-7							tʃ u ŋ	
1424-7							g a l a ŋ tʃ o kʰ i n n	
1433-7							ʃ u g u	
1442-7							ɾ a m	
1451-7							b a tʃ i ŋ	
1468-7							tʃ a k p a	
1477-7							n a m	
1502-7							n a m p u	
1511-7							n a p i i e ŋ b u	
1529-7							b u l u	
1538-7							s u l u	
1557-7							tʃ a ŋ tʃ i ŋ	
1618-7							a ŋ tʃ a	
1663-7							z u m	
1689-7							ɾ a a	
1698-7							g u ŋ	
1707-7							n a ŋ ɲ i ŋ	
1716-7							n a m kʰ a	
1742-7							n u g u	
1751-7							b u tʃ a ŋ a	
1778-7							ʃ a	
1787-7							d a ŋ p u n	
1823-7							ɾ a ŋ	
1832-7							g a ŋ m a	
1842-7							r u ŋ	
1860-7							n a m kʰ n n	
1869-7							z a p kʰ i ŋ	
1888-7							z a m b u	
1897-7							ʃ a	
1932-7							n a n a ŋ t u kʰ e a	
1950-7							ʃ a	
1968-7							tʃ a ŋ tʃ a kʰ e n	
1978-7							d a p kʰ u	
1987-7							ʃ a m	
2015-7							n a m kʰ u n	
2118-7							n a ŋ ŋ a kʰ a kʰ kʰ ə	
2238-7							n a m kʰ ə n	
2507-7							tʰ a ŋ i ŋ	
2526-7							ɾ a n	
2535-7							z a	
2544-7							ʃ a ŋ	
2560-7							s a ŋ l i b i ŋ	
2569-7							kʰ a tʰ u ŋ	
2578-7							n a tʃ i ŋ	
2596-7							g u ŋ	
2615-7							ɾ a	
2663-7							b u tʃ i	
2690-7							s u a	
2719-7							ɾ a tʃ i	
2728-7							b u tʃ i ŋ	
2747-7							n a ŋ kʰ e ŋ	
2756-7							z a ŋ b u	
10-8								dʒ a ŋ
37-8								n a ŋ
46-8								n a ŋ
98-8								tʃ a ŋ d i l a
125-8								b e a a ŋ i a
162-8								n a a s i
171-8								g a m b a
219-8								dʒ a ŋ p u
247-8								dʒ a ŋ l a n
282-8								n a ŋ p u
292-8								kʰ a ŋ
301-8								l a
354-8								n a m b u tʃ i
363-8								n a m b u
397-8								tʃ a m d i
406-8								kʰ a m i
426-8								n o k p u
473-8								b i n s a ŋ
499-8								z a m i ŋ
526-8								kʰ a ŋ a
544-8								kʰ a
553-8								g o g a ŋ
599-8								g a i p a m
608-8								b a n d a
617-8								l a ŋ
645-8								a ŋ a
663-8								s o ŋ p a ŋ
672-8								tʃ i n p a
681-8								n u l i
690-8								l i ŋ
708-8								d̪ a ʃ n i ŋ b u
717-8								tʃ o k p u
726-8								s a
744-8								a a
782-8								l a
791-8								ŋ a
800-8								ŋ a
809-8								n a m n i ŋ
836-8								p s i
881-8								l a m
890-8								n a m a
899-8								s a m
926-8								dʒ a ŋ
944-8								g a ɾ a ŋ
953-8								n ă a n a ŋ
980-8								ɾ a l i ŋ
998-8								p u tʃ i
1022-8								pʰ a a tʰ a ŋ
1031-8								b a n a ŋ u z a n
1069-8								d̪ a j a ŋ p a n i
1079-8								n k p i ŋ a
1098-8								n a ŋ p u
1117-8								tʃʰ a ŋ
1141-8								ɾ i ŋ b u
1189-8								l a ŋ
1198-8								n u tʃ
1208-8								z a l u k n
1217-8								n a n i b
1253-8								a m a
1271-8								n a n i ŋ
1289-8								l i ŋ
1316-8								ŋ a ŋ
1325-8								kʰ a ŋ
1334-8								s i ŋ b a
1343-8								b a a n i ŋ
1361-8								n a n i ŋ a
1370-8								n a n u ŋ
1388-8								n a ŋ b a
1397-8								tʰ a ŋ
1406-8								tʰ a ŋ
1424-8								g a ɾ a ŋ b a m i n n n
1433-8								z o tʃ u
1442-8								l a m
1451-8								b a tʃ a ŋ
1468-8								tʃ a k p a
1477-8								n a ŋ
1502-8								n a m n u
1511-8								n a t e l a ŋ b a
1529-8								tʰ a l i
1538-8								s u l i
1557-8								tʃ a i tʰ a ŋ
1618-8								i n tʃ a
1663-8								z a m
1689-8								ɾ a a
1698-8								kʰ a ŋ
1707-8								n a n n i ŋ
1716-8								n a m p a n
1742-8								z u tʃ a
1751-8								p u tʃ i ŋ a
1778-8								ʃ a
