COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5583-1	b a r b a															
5751-1	t i n a															
5981-1	a r a j̃															
114-1	d a u a															
851-1	t a w̃ a															
1941-1	p a r o															
2179-1	n s ɔ															
2351-1	k a r a															
2496-1	z a u															
3482-1	k e t e a n s s e															
3497-1	t a a															
3588-1	k a r a															
4202-1	k a n b d i															
4293-1	dʒ i u e															
4921-1	s u m b aː															
408-1	n n n b i															
545-1	ɛ s u															
978-1	t a r															
1052-1	s a m b u															
1070-1	a a z a															
1942-1	n i															
2456-1	k ɛ r u															
2514-1	t o s o															
2666-1	k u j a															
2817-1	ɔ s b ɔ															
3132-1	t a n d j															
3300-1	u r u															
3976-1	k u															
4152-1	k a s a m															
4361-1	t a z a															
4570-1	t i w u u															
4648-1	ɔ ɔ															
5318-1	dʒ															
5673-1	t a n o a															
5887-1	ɔ ɔ z u															
446-1	k ɔ n b u d u															
521-1	k a z a															
1108-1	k u j a															
1124-1	aː aː n ɔ															
1745-1	t u u a															
1823-1	k ɔ															
2143-1	m a															
2265-1	a r a															
2392-1	s t u s u															
2579-1	t a															
2774-1	k a z u															
3339-1	k a r̃ u															
3550-1	t u n i n a															
4024-1	z a z ɛ															
4219-1	t a m s u															
4240-1	j e j u															
4259-1	k e r e															
4738-1	k e n d e															
5197-1	a r u															
5447-1	d iː m iː															
5531-1	t a u u															
5733-1	r u															
5828-1	a ɔ z u															
562-1	s u m ɔ u															
998-1																
1022-1	t a a a															
1023-1	m a															
1205-1	j i															
1275-1	m j															
1578-1	s ɔ o															
2063-1	ɔ r ɔ															
2334-1	o r r															
2798-1	t e r̃ a															
3252-1	m b a m															
3463-1	ɛ n ɛ															
715-2		t u r̃														
1089-2		m uː s u														
1319-2		m ɔ j o														
1398-2		s a g u r u														
1557-2		tʃ i r̃ i														
1626-2		j a w i														
1840-2		tʃ i r̃ u														
2247-2		k u														
4677-2		g ɔ r ɔ a														
5162-2		m aː n r i														
5406-2		t aː w̃ l i														
359-2		b a r i														
1577-2		g ɔ r ɔ														
2196-2		m a r ɔ														
2230-2		m e j̃ i														
2533-2		b a r i														
3605-2		b aː n l i														
3866-2		t oː s u														
4553-2		t a n l j i														
4822-2		t u w̃ d i														
5254-2		g ɔ r ɔ														
503-2		tʃ i r̃ i j														
1356-2		m uː w o														
1881-2		s a w̃ u														
2084-2		m aː ɛː i														
2420-2		t uː j̃ i														
3218-2		b aː d ɛː dʒ i														
3372-2		t u w̃ ɔ														
3718-2		b a r ɔ														
4135-2		b aː r ɔ j														
4694-2		s a s ŋ i														
807-2		k aː r o														
2320-2		k ɔ r ɔ														
2476-2		g ɔ ɣ i														
2842-2		d ɛ w w j̃														
4081-2		t u s d j i														
4313-2		s a w i ɛ														
4460-2		s uː r ɔ														
5514-2		dʒ o ŋ dʒ ɛ														
5810-2		b j r i														
93-2		k u														
260-2		b j m a i														
385-2		s a s i j̃														
890-2		b j n b a r i														
1336-2		t u w ɔ														
1703-2		g ɔ														
1769-2		g aː r dʒ i														
2162-2		b a r u														
2635-2		k u														
2735-2		k ɛ s g i j w														
3031-2		t e g u														
4591-2		k ɔ r ɔ														
5301-2		b a r i														
5605-2		tʃ i w̃ i w														
296-2		g aː m dʒ i														
463-2		t uː m d u														
762-2		b aː n aː n g i u eː														
1432-2		t a r u														
1474-2		t aː s l														
1788-2		s ɔ n iː														
2044-2		tʃ i r̃ b i														
2713-2		t u s dʒ a l i w̃ i														
3219-2		b uː dʒ i														
3425-2		j̃ ɔ														
4184-2		m a j														
4629-2		m aː n j i														
4759-2		s a uː j̃ i														
4904-2		m aː dʒ i														
4960-2		k aː n uː r i														
4980-2		t e g i														
5059-2		k i r i														
5125-2		dʒ uː ŋ dʒ ɔ														
5339-2		d u w ɛ														
5549-2		t a r j i														
5771-2		dʒ uː g ɔ														
5905-2		t oː s u														
5938-2		k ɔ j ɔ m u ɔ														
1-2		k u														
483-2		tʃ ɔ s ɔ														
629-2		t e m														
667-2		ɛ u u														
1254-2		b aː m s uː r̃ i														
1415-2		n ɛː u														
1542-2		s ɔ ɔ														
1683-2		s ɔ r														
1898-2		tʃ i r̃ i j̃														
2551-2		n uː														
2901-2		t a l i														
2957-2		ɲ u r̃ dʒ ɔ														
3048-2		dʒ ɔ r̃ aː														
3251-2		dʒ a r i														
3885-2		t a r o														
4402-2		r ɔ														
5081-2		dʒ i ŋ dʒ e l ɛ														
5622-2		b a r i i u														
6006-2		b aː r i														
43-2		m uː ɛː														
135-2		t u w̃ l ɔ														
158-2		m t oː s u														
194-2		k oː aː														
221-2		ɛ s w														
650-2		b ɔ s ɔ														
1152-2		t u w̃ ɔ														
1374-2		g ɔ r g ɔ														
1452-2		k a r i														
1862-2		ɔ s ɔ														
2108-2		ɲ a m ɔ a														
2636-2		ɛ uː														
2880-2		k o ŋ s g iː														
2924-2		k ɔ r ɛ														
2941-2		tʃ a r̃ u														
3405-2		t u w̃ ɔ j														
3959-2		t oː s u														
4066-2		ɔ r ɔ														
4535-2		t u w̃ ɔ														
4888-2		m uː m i j̃ u														
5180-2		m aː m dʒ i														
5751-2		d a aː a														
5981-2		a r ɛ														
114-2		t a r i														
702-2		aː g aː r iː w i														
851-2		g a w a														
872-2		ɛ n dʒ w														
952-2		t aː n dʒ dʒ i														
2179-2		ɔ k ɔ														
2351-2		dʒ a w o														
2496-2		ɲ u r̃														
4609-2		t oː r u s eː u														
4740-2		k aː j̃ i														
4921-2		s ũ s b														
5982-2		g ɛ g s w														
978-2		t e r														
999-2		w ɔ														
1052-2		n j r dʒ														
1989-2		m aː j̃ i														
2456-2		b a r iː														
2666-2		s ũ j														
2817-2		a m l e														
3132-2		b a m d i														
3300-2		a u u														
3977-2		dʒ i ŋ dʒ ɛ														
3978-2		dʒ i ŋ dʒ ɛ														
4260-2		j m dʒ ɔ														
4278-2		g ɛ m s w														
4334-2		u r o i														
4361-2		t e g e														
4570-2		t e s o e														
4648-2		j̃ u														
5673-2		g a n l a														
5887-2		ɔ ɔ s														
446-2		k ɔ̃ː l u r ɛ														
1108-2		k a i														
1124-2		aː n aː														
1237-2		b o ŋ g iː														
1745-2		d uː j̃ a														
1823-2		k ɔ ɔ														
2143-2		k a														
2265-2		e e a														
2392-2		s t a s i														
2579-2		d a w														
2902-2		j ɛ														
3197-2		k iː														
3339-2		b ɛ j i														
3550-2		ɲ aː n u j̃ aː														
3943-2		p ɔ t ɔ														
4240-2		e e j iː														
5197-2		a r i														
5531-2		tʃ e w̃ u														
5733-2		n iː														
409-2		i i w̃ ɛ														
562-2		s ũ m eː														
1022-2		b e w̃ ɛ														
1205-2		j i														
1275-2		tʃ e														
1524-2		k u w ɔ														
1578-2		s o r g i														
2063-2		e r i														
2798-2		n i r̃ ɛ j̃														
3088-2		t oː s u														
715-3			d u													
1089-3			n u ŋ													
1319-3			n eː l e													
1398-3			j u d u l a e													
1557-3			g u l ɛ													
1626-3			j u g a													
1840-3			t u l i													
2247-3			k u													
4677-3			p u l ɛ m i													
5162-3			n u n ŋ ɛ													
5406-3			g u n d e													
359-3			k ɔ ŋ u ŋ													
1577-3			g u l ɛ													
2196-3			n u l ɛ													
2533-3			b aː ŋ g a													
3866-3			ʔ u g a													
4553-3			t u m g e a													
5254-3			t u l ɛ													
503-3			k aː ŋ aː ŋ													
1881-3			n u l aː ŋ a													
2084-3			j u n a													
2420-3			p u l a													
3218-3			p u b a b e													
3372-3			n u ŋ a													
3718-3			ʔ iː l ɛ													
2320-3			k eː ŋ aː													
2476-3			k o g i													
3719-3			j e													
4460-3			t aː ŋ ŋ													
5514-3			n u n d e													
890-3			k i m b i ŋ i													
1336-3			t eː g e													
1703-3			p iː ɛ													
2162-3			p aː m i													
2635-3			m i													
2735-3			d u l b a l a													
762-3			b aː i n g i g g													
1788-3			s eː a													
2713-3			t eː m a a g b eː ŋ eː													
3219-3			g i m i													
4629-3			ɲ aː m i													
4904-3			ɲ u aː m b aː													
5125-3			k iː n dʒ w													
5771-3			j i g e													
5938-3			b u r i m a													
1898-3			p aː l i i													
2901-3			t aː m b ŋ													
2957-3			ɲ u n d e													
3048-3			p u ŋ e													
5081-3			p i n g ŋ g ɛ													
6006-3			p a l ɛ													
716-3			j ɔ													
1152-3			d aː ŋ e													
1789-3			j aː aː ɛ													
2083-3			k i m n ɔ													
2108-3			ɲ aː b b ŋ													
2618-3			k o l ɛ													
2880-3			k u n dʒ i g a													
2941-3			p aː m i													
3405-3			ʔ u l a ŋ													
3811-3			j ɛ													
5583-3			p aː n g aː													
5751-3			d eː l e													
2442-3			j aː aː ɛ													
2496-3			s aː l													
4921-3			s ɛ m b a e													
196-3			p o l a													
3639-3			d i l a													
3905-3			j aː													
3977-3			p eː n d e													
3978-3			g eː n d e													
4361-3			p ŋ b m													
5532-3			g i l e													
1237-3			p o n dʒ i													
1579-3			w m b o l ɛ													
2143-3			m aː													
2774-3			k a n a													
3198-3			d i l a													
3534-3			k a n													
3550-3			g i n g g e													
3684-3			k ɛ n d e													
3943-3			k aː l aː													
4259-3			k aː g e													
4611-3			k o l a													
4983-3			p u n d e													
5656-3			p eː n d e													
5830-3			j ɔ													
1026-3			eː a b b													
1170-3			k a n d e													
1187-3			k i l a													
1275-3			m													
1454-3			d i l a a													
1668-3			k aː n i													
1841-3			g e													
1970-3			p i l a													
2977-3			k i m b e													
3301-3			k ɔ b ɔ													
3498-3			j o													
715-4				d i												
1089-4				m a w̃ i												
1319-4				m i n a												
1398-4				m o n i r n a												
1557-4				tʃ i r a												
1626-4				j a r a												
1840-4				t i r u												
2247-4				k i												
4677-4				k i r i a n												
5162-4				m i j r a												
5406-4				t i r r̃ a												
359-4				b i r a a												
1577-4				t i r a												
2196-4				m a n a												
2230-4				m i ɛ a												
2533-4				b i r a												
3605-4				k i n a												
3866-4				b i r a												
4553-4				t i d a												
4822-4				k i m a												
5254-4				d i r o												
503-4				tʃ i r i												
1356-4				m i w a												
1881-4				n a w̃ a a												
2084-4				m o a												
2420-4				tʃ o r ɛ												
3218-4				b o s r̃ a												
3718-4				t a r a												
4135-4				b i r u												
4694-4				b i s u m a												
807-4				k i m n u												
2320-4				k i r a												
2842-4				tʃ ɛ g ɛ m												
4313-4				j e r m												
4460-4				m i r u												
5514-4				j aː r ɲ o												
5810-4				b i r a												
93-4				k i												
260-4				b a m r ɛ												
385-4				d i m e n												
890-4				k a m a r u												
1769-4				d o m o												
2162-4				b i r a												
2635-4				k ɛ												
2735-4				tʃ ɛ r u n ɛ												
3031-4				d i ɣ a												
5301-4				t i r u												
5605-4				t i ŋ ɛ												
63-4				d o n ɔ												
296-4				d a m a												
463-4				d a m ɲ u												
762-4				b u n a ŋ a r̃ u												
1432-4				t i r u												
1474-4				t i n												
2044-4				d i m a												
3219-4				b o ɣ a												
4120-4				g o r o												
4184-4				m a r												
4423-4				tʃ i r ɛ												
4629-4				n i r a												
4759-4				n a ɛː u a												
4904-4				n d i r a												
4960-4				k a n a a												
4980-4				t i ɣ ɔ												
5059-4				b i r u												
5125-4				g u m o												
5549-4				d a r a												
5771-4				d u ɣ a												
5922-4				t i r ɛ												
1-4				k i												
629-4				t i w̃ ɔ												
667-4				i r i												
1254-4				b i r s i ŋ a												
1415-4				n j o												
1542-4				n ɔː a m												
1683-4				n a r u												
1898-4				b u r u												
2551-4				r a												
3251-4				tʃ ɛ r ɛ												
3885-4				t i r e												
5622-4				b a r u u a a												
6006-4				b aː r a												
43-4				m i												
135-4				b ɛ n u												
158-4				m dʒ a n u												
221-4				ɛ r u												
650-4				dʒ ɛ u												
1374-4				k a r u												
1452-4				k i r u												
1789-4				n ɔ ŋ ɔ												
1862-4				ɛ r u												
2108-4				n a dʒ u												
2636-4				n												
3113-4				d o ɣ e												
3136-4				j a r a												
3751-4				tʃ ɛ r												
4888-4				g a m n o												
5180-4				m o m a												
5583-4				d a m e												
5981-4				j r u m												
25-4				d a r a ŋ a a												
114-4				d aː r e												
702-4				m g a m a n o												
851-4				b a w ɔ												
872-4				j n ɛ												
952-4				k ɛ n u o												
1941-4				k i n e												
2442-4				n ɔ r ɔ												
3448-4				b o j o												
3482-4				j i s i u a												
3497-4				d ɔ n a												
3588-4				k a n a												
4101-4				a n a n												
4293-4				g a n ɔ												
4520-4				d a a												
4609-4				k a r ɔː r̃ a o												
4740-4				d a n a r̃												
4781-4				d o m ɣ o												
5982-4				d j u r̃ ɔ												
196-4				tʃ a n a												
545-4				i r u												
931-4				k o												
978-4				b a r n												
999-4				aː aː												
1052-4				n a r u												
1070-4				j u ɣ u												
1298-4				dʒ a a ɛ ɲ ɛ												
1989-4				j i n a												
2145-4				d o												
2306-4				j n o												
2456-4				b a r u												
2514-4				d aː r u												
3132-4				d a n												
3300-4				a r u												
3774-4				d i n a												
3976-4				ɛ n n ɔ												
4039-4				d a n u												
4278-4				d ɛ n u												
4361-4				t e ɣ u												
4570-4				t i ɛ												
5318-4				dʒ ɛ r̃ ɛ												
5673-4				dʒ a m ɲ a												
5752-4				k a												
521-4				dʒ aː n a n												
685-4				s a r ɛ												
744-4				j a n o												
1646-4				ɔ g ɔ												
1745-4				d a a a												
2066-4				n a n a												
2216-4				j j												
2265-4				a n a												
2579-4				d ɛ a												
2958-4				l a												
3197-4				k o												
3339-4				b e r̃ u												
3812-4				k a n k a												
4219-4				dʒ e m aː												
4337-4				d a m ɔ												
5197-4				e r u												
5531-4				t i r e												
5733-4				n iː												
409-4				n i w̃ u												
1002-4				r ɔ												
1022-4				tʃ i w̃ e												
1238-4				a n r												
1612-4				l a m ɛ												
2334-4				u r u												
2396-4				l ɛ												
2553-4				k a n a												
2671-4				ɲ k n												
2798-4				tʃ i r̃ e												
2978-4				d ɔ r ɔ												
3407-4				a n												
715-5					d a l a											
1089-5					n a g a											
1319-5					n a l e											
1398-5					k u n u l a ɛ											
1557-5					k ɔ l ɛ											
1626-5					j ɔ n ɔ											
1840-5					d a l e											
2247-5					g õː i											
4677-5					k ɔ n a m											
5162-5					n a ŋ l ɛ											
5406-5					a n d e											
359-5					k u n ɔ j											
1577-5					k ɔ l ɛ											
2196-5					n ɔ l ɛ											
2230-5					d a ɛ											
3605-5					a n g ɛ											
3866-5					ɔ g ɔ											
4553-5					d a ŋ g g a											
4822-5					a m i ɛ											
5254-5					k a l a											
1356-5					b ɔ e j											
1881-5					n a z i j											
2084-5					j ɔ e n ɔ											
2420-5					p u l a											
3218-5					b a g u m ɔ											
3372-5					n a l a											
3718-5					k ɔ l a											
4135-5					b a n a											
4694-5					b u z ŋ g e											
2476-5					k ɔ g e											
2842-5					d a j ɛ											
3719-5					j ãː											
4081-5					d a m b g ɛ											
5514-5					n a n d ɛ											
260-5					b u n e o											
385-5					d e n g e											
890-5					g u n b e l e											
1703-5					b e l											
1769-5					d n g ɔ											
2735-5					p u n g a n a											
4591-5					k u n ɛ											
5301-5					d ɔ ɲ e											
63-5					k a r ɔ											
296-5					u n d e											
463-5					b u n g u											
762-5					b u z a ŋ g a dʒ i											
1788-5					s ɔ e											
3219-5					d ɔ z ɔ											
4120-5					k a m ɔ											
4759-5					n a a l l											
4960-5					b u n o e											
5059-5					b u ɲ ɛ											
5549-5					t ãː l g e											
5771-5					n ɔ g ɛ											
5905-5					d i r e											
5938-5					b a r a m a i a											
1415-5					n e ɛː											
1542-5					n i e ɛ											
1898-5					d u l e e											
2551-5					n aː											
2957-5					n ɛ n d ɛ											
3048-5					b a ɛː e											
4402-5					j a											
5081-5					p i n ŋ e d a											
6006-5					b ɔ l ɛ											
135-5					p e n g e											
194-5					b u j											
716-5					j a											
2083-5					k ɔ ɛ n u											
2618-5					k o l a											
2880-5					k u n g i g ɛ											
3113-5					t ɔ g ɔ											
3136-5					n n n e											
3405-5					ɛ m ɛ											
3572-5					b ɛ l e											
4535-5					d a ɛ											
5751-5					d a j e											
851-5					k u z											
2179-5					n g e											
2351-5					b i ɛ e											
2496-5					s ãː l											
3448-5					d ɔ e g ɔ											
4781-5					d ŋ g ɔ											
4921-5					s eː n g u o											
196-5					p u n a											
789-5					d a l a											
931-5					d ɔ r e											
1298-5					b a j ɛ ŋ g a											
2145-5					d ɔ a											
3639-5					d i l a											
3977-5					n ɛ n d ɛ											
3978-5					g i n d ɛ											
4260-5					u n g u											
5200-5					a l a											
5532-5					g õː n e											
5866-5					a s o u e											
432-5					a n j											
446-5					p e n g e j e											
521-5					k e dʒ a u											
1124-5					ɛː n a l ɛː											
1237-5					p o ŋ g i											
1579-5					o n b a l a											
1748-5					j ɛ											
2774-5					k i l a											
3198-5					s u n a											
3339-5					b ɛ j e											
3534-5					k a n e											
3550-5					i n u j a											
3684-5					g i n d o											
3944-5					t e l a											
4611-5					k o l a											
4738-5					g ɛː n d ɛ											
4983-5					s ɛ n ɛ											
5447-5					d i m o											
5656-5					n ɛ n d ɛ											
5830-5					j a											
1074-5					j a g a											
1170-5					t u n d e											
1187-5					k a l a											
1454-5					p o l e ɛ											
1841-5					g e											
1970-5					p u l a											
2977-5					g i ŋ b a											
3252-5					i n g u											
3301-5					k ɔː b o											
3463-5					d e e											
3498-5					n ɔː											
715-6						d a l i										
1089-6						s a g o										
1319-6						n ɔ m										
1398-6						s a n a n i oː										
1557-6						dʒ i j ɛ										
1626-6						j a j ɛː										
1840-6						t a j a										
2247-6						k j o										
4677-6						k a j i j i										
5162-6						s a n j oː										
5406-6						b a n d iː										
359-6						k a n ɛ e										
1577-6						dʒ i j ɛ										
2196-6						n a j e										
2230-6						d a ɛ										
2533-6						p i n g iː										
3605-6						b a n d e										
4553-6						t a n g uː ɛː										
4822-6						t a m b oː										
5254-6						d i j ɛ										
503-6						t i j ɛ j										
1356-6						n a o n										
1881-6						n a s o e										
2084-6						j a a d iː										
2420-6						t i j ɛ										
3218-6						p a dʒ a dʒ iː										
3372-6						n a j ɛ										
3718-6						n i j a										
4135-6						b a n a										
4694-6						k a dʒ u j ɛ										
807-6						k o n g ɛ										
2320-6						k i j ɛ										
2842-6						d a n ɛ j										
3719-6						j ɛː										
4081-6						d a m b a ɛ										
4313-6						n o n ɛ										
4460-6						t i j ɛ										
5514-6						m a n d e										
5810-6						p ɔ ŋ l ɛ										
93-6						g ɔ										
890-6						dʒ o n dʒ iː j ɛ										
1336-6						d ɔ g ɛ										
1703-6						k i l										
4591-6						k a j ɛ										
5605-6						k ɔ s ɛ j										
63-6						d a dʒ a										
296-6						b a n d e										
463-6						b o n dʒ iː										
762-6						p a m a n g a dʒ e										
3425-6						j ɛ										
4120-6						n a m a										
4423-6						d ɔ l ɛ										
4759-6						n e i j ɛ										
4904-6						s a ɔ n g ɛ										
4960-6						b a n n ɛ										
5125-6						dʒ i n dʒ ɛ										
5339-6						d ɔ g ɛ										
5771-6						e e g o e										
5922-6						ɔ ŋ ɛ										
5938-6						k a n a m i i ɔ										
483-6						g ɔ g ɛ										
1542-6						ŋ g j										
1683-6						dʒ o l o										
2551-6						n a										
2957-6						n e n d iː										
3048-6						dʒ a l e										
4402-6						j ɛ										
5081-6						dʒ u n l u u ɛ										
5622-6						k a n o o u m										
650-6						p ɔ n ɛ										
716-6						j ɛː										
1152-6						dʒ i j ɛ										
1789-6						s aː l ɛ										
1862-6						ɔ j ɛ										
2618-6						k i j a										
2880-6						e n d iː g oː										
2924-6						k ɔ n uː										
3136-6						a a n a										
3405-6						d e m oː										
3811-6						j j										
4535-6						d ɔ j ɛ										
4888-6						s e n a j a										
5751-6						t eː j ɛ										
2179-6						n g ɛ										
2442-6						s aː l ɛ										
3482-6						m o m u l ŋ g g u										
4202-6						k i n a j ɛ										
4781-6						s a n dʒ a										
4921-6						k e n g ɛ e										
5982-6						dʒ u b g ɛ										
408-6						j o n d iː										
526-6						p a n ɛ g ɛ										
789-6						d a dʒ a										
1298-6						p a j u n dʒ a										
1942-6						i o										
2666-6						k o j ɛ										
3015-6						j u n dʒ ɛ										
3905-6						s aː l										
3977-6						n e n d oː										
3978-6						g e n d oː										
4152-6						p i n j j										
4334-6						o n eː n										
4648-6						j ɛ										
5200-6						a n e										
5318-6						t o n o										
5532-6						g iː ŋ ɛ										
5673-6						t u n g ɛ										
5866-6						b a dʒ g l e										
66-6						b o										
432-6						d a n										
446-6						k o n dʒ o ɛ										
1579-6						j m k a l ɛ										
1748-6						j a										
1823-6						k ɔ ɛ										
2902-6						i ɛ										
3684-6						g e n d e										
3812-6						d u ŋ g o										
3943-6						g u r ɛ										
4259-6						d aː l o										
4611-6						dʒ e l e										
4738-6						g ɛ n d ɛ										
4983-6						p e n d oː										
5447-6						g ɔ g ɛ										
5656-6						n e n d oː										
5830-6						j ɛː										
5868-6						k ɔ b o										
348-6						i n e										
998-6						o o										
1023-6						a a										
1074-6						j a g a										
1172-6						n a l ɛ										
1205-6						j ɛ										
1668-6						p aː l ɛ										
1841-6						g o										
2063-6						o n o										
2671-6						m g aː										
2977-6						dʒ e n b ɛ										
3256-6						i n i										
3287-6						n i n a										
3301-6						g ɛː b e										
3498-6						j ɛː										
715-7							k a ɛ									
1089-7							n a s i									
1319-7							n ɔ m ɛ									
1398-7							t ɛ m ɔ r d i									
1557-7							k a r a									
1626-7							ɛ a r ɔ									
1840-7							k a r i									
2247-7							k a									
4677-7							k ɔ r ɔ r j									
5162-7							t ɛ n r a									
5406-7							k ɛ n d a									
359-7							k a r i									
1577-7							k a r a									
2196-7							j ɔ r ɔ									
2230-7							t a a									
2533-7							b a r b a									
3605-7							k ɛ r d a									
3866-7							t a s a									
4553-7							t ɛ ŋ g ɛ i									
4822-7							t ɛ m b a									
5254-7							k ɔ r ɔ									
503-7							k a r a									
1356-7							t a r i									
1881-7							t a r i i									
3372-7							t ɔ m a									
3718-7							b ɔ r ɔ									
4135-7							b a r ɔ									
4694-7							t a s i g a									
807-7							k ɛː m b ɛ									
2320-7							k a r a									
2476-7							k ɔ g i									
2842-7							d ɔ j ɔ j									
3719-7							k iː									
4081-7							t a m b ɛ a									
4313-7							n a n w i									
4460-7							dʒ a r a									
5514-7							m aː n d i									
5810-7							k a n r a									
93-7							g a									
260-7							b a ŋ r a									
385-7							dʒ a m b a j									
890-7							b a m b a r i									
1336-7							t ɔ g a									
1703-7							b ɔ a									
1769-7							d a m b a									
2162-7							b a r i									
2635-7							n a									
2735-7							k ɔ n d a b ɔ									
3031-7							b a s i									
4591-7							k ɛ r i									
5301-7							b a r i									
5605-7							t a r a									
296-7							d ɛ n d i									
463-7							d a n b a									
1432-7							b a r i									
1474-7							t a n d a									
1788-7							s ɔ g i									
2044-7							d a m b a									
2713-7							t a m k aː n d a a a									
3425-7							j̃ ɔ									
4184-7							n a j ɛ									
4423-7							k ɔ r ɔ									
4629-7							t a n r a									
4759-7							n ɛ r a a									
4904-7							t ɛ a r̃ b a									
4960-7							b a n a r a									
5059-7							k u r i									
5125-7							k ɛː n d i									
5339-7							d ɔ g ɔ									
5549-7							t a r ɛ a									
5771-7							k ɛ g ɔ									
5905-7							k a r a									
5922-7							k a r̃ a									
1-7							b a									
483-7							k a s a									
667-7							a r a									
1542-7							n ɔ ɔ									
1683-7							dʒ ɔ w ɛ									
1898-7							k a r i i									
2551-7							r̃ i									
2901-7							d a n d a									
2957-7							n ɔ n d i									
3048-7							k ɔ r̃ a									
3251-7							b a r									
3885-7							b a r i									
4402-7							r ɔ									
5081-7							k ɛ n b a r ɛ									
5622-7							b a r i r a r									
6006-7							b ɔ r i									
43-7							k ɛː ɛ ɛ									
135-7							k a n d a									
158-7							j t oː s i									
194-7							k i r									
221-7							a s a									
650-7							k ɔ s ɔ									
1152-7							t u m ɔ									
1374-7							k ɔ r d ɔ									
1452-7							k a r i									
1862-7							a s a									
2083-7							k ɔ g ɔ o									
2108-7							ɲ a r̃ i i									
2880-7							d ɔ n dʒ ɔ g ɔ									
2924-7							k ɔ g ɛ									
2941-7							k a i									
3113-7							k i g i									
3136-7							ɔ ɔ r ɔ									
3405-7							t ɔ m ɔ									
3572-7							d o ŋ									
3751-7							g a o									
3959-7							t i s i									
4066-7							k a r a									
4535-7							dʒ ɔ r ɔ									
5180-7							d ɛː m d i									
5583-7							t a r d a									
5981-7							a r a									
25-7							b e r o ŋ i j e									
114-7							k a r ɔ									
702-7							ɔ k ɔ r ɔ n e									
872-7							ɔ n d iː									
1941-7							k ɛː r̃ i									
2179-7							n d ɔ									
2351-7							b a g ɛ									
2496-7							dʒ a ŋ									
3588-7							k a r									
4202-7							k i r̃ i j̃ e									
4609-7							k oː r u r a i									
4921-7							s u m b b i									
408-7							n n n d i									
526-7							d ɛ n i g i									
545-7							ɔ i									
978-7							t u r i									
999-7							r a									
1052-7							n a r b i									
1070-7							r a g									
1942-7							j̃									
2456-7							k a r i									
2514-7							d u r o									
2666-7							k ɔ r i									
2817-7							a s d i									
