COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5162-2		s a n r a														
5406-2		dʒ a ŋ l a														
359-2		b o r u														
1577-2		b aː r i														
2196-2		s aː r i														
2230-2		s o j̃ o														
2533-2		b aː r l a														
3605-2		k a l a														
3866-2		tʃ ɔ s a														
4553-2		k ɔ̃ː n l j i														
4822-2		t ɔ̃ː m d a														
5254-2		t o r o														
503-2		tʃ ɔ̃ː r i j														
1356-2		s aː j o														
1881-2		s ɔ̃ː i u j u														
2084-2		l o ɛː dʒ o														
2420-2		t o r o														
3218-2		t a g ɛː dʒ u														
3372-2		s a j a														
3718-2		b aː r i														
4135-2		b aː r u j														
4694-2		k ɔ̃ː s ŋ g i														
807-2		k ɔ̃ː m o														
2320-2		k aː r i														
2476-2		k u ɣ i														
2842-2		d a w j̃														
4081-2		t ɔ̃ː m d j a														
4313-2		s ɔ̃ː m i ɛ														
4460-2		s u u iː														
5514-2		dʒ aː ŋ dʒ i														
5810-2		tʃ ɔ̃ː r i														
93-2		tʃ u														
260-2		b a m r a														
385-2		s aː m i j̃														
890-2		g ɔ̃ː m g aː r i														
1336-2		d ɔ̃ː w a														
1703-2		k u														
1769-2		k o m dʒ i														
2162-2		b aː r i														
2635-2		n u														
2735-2		tʃ i m g ɛ j a														
3031-2		d aː w i														
4591-2		tʃ ɔ r u														
5301-2		b aː r i														
5605-2		d ɔ̃ː r o w														
296-2		g aː m dʒ i														
463-2		t ɔ̃ː m d u														
762-2		g o ŋ o n g o u eː														
1432-2		b aː r i														
1474-2		t o s l ɛ														
1788-2		s a n iː														
2044-2		tʃ aː m b i														
2713-2		t a ŋ dʒ ɛ l ɛ w a														
3219-2		d o dʒ o														
3425-2		r u														
4184-2		s aː j ɔ														
4629-2		s aː r ɛː i														
4759-2		k ɔ̃ː uː u u														
4904-2		o dʒ ɔ̃ː ŋ dʒ u														
4960-2		k ɔ̃ː ŋ aː w i														
4980-2		t a w i														
5059-2		tʃ o r u														
5125-2		dʒ o ŋ dʒ i														
5339-2		d ɔ̃ː w														
5549-2		d u w j ɔ														
5771-2		dʒ u g ɔ														
5905-2		tʃ ɔ r														
5938-2		d a j a m u a														
1-2		tʃ u														
483-2		tʃ ɔ̃ː s u														
629-2		t o m														
667-2		ɔ r u														
1254-2		s o m g o r o														
1415-2		n ɛː u														
1542-2		n u ɔ														
1683-2		s a n														
1898-2		o r u j̃														
2551-2		r i														
2901-2		t o l u														
2957-2		k ɔ̃ː ŋ dʒ ɛ														
3048-2		k ɔ̃ː j ɔ														
3251-2		u o r u														
3885-2		t o r o														
4402-2		j u														
5081-2		dʒ i ŋ dʒ e l														
5622-2		b aː r ɛ j i i														
6006-2		b aː r i														
43-2		b aː ɛː ɛː														
135-2		k o l u														
158-2		tʃ ɔ r u														
194-2		k r aː														
221-2		o s u														
650-2		tʃ ɔ̃ː s a														
1152-2		d ɔ̃ː w a														
1374-2		t a r g a														
1452-2		tʃ o r u														
1862-2		o s u														
2108-2		s o m ɔ j														
2636-2		m uː														
2880-2		dʒ i ŋ s o g ɛ														
2924-2		k ɔ̃ː r ɛ														
2941-2		tʃ o r u														
3405-2		tʃ ɔ̃ː r ɛ j														
3959-2		d a r														
4066-2		o r u														
4535-2		t ɔ̃ː j̃ iː														
4888-2		g o m i r o														
5180-2		g aː m dʒ i														
5751-2		d a j̃ a														
5981-2		o r u ɛ														
114-2		t o r o														
702-2		o g aː u a a o														
851-2		g u w a														
872-2		a m w a														
952-2		t o r dʒ dʒ o														
2179-2		m k i														
2351-2		k u w o														
2496-2		m i w														
4609-2		t o r u s eː i														
4740-2		k o r o a														
4921-2		k ɔ̃ː m b u														
5982-2		d a g s a														
978-2		t r w														
999-2		w ɔ														
1052-2		s o m dʒ u														
1989-2		l o l o														
2456-2		tʃ o r u														
2666-2		s o j u														
2817-2		ɔ m g u														
3132-2		t u m d i														
3300-2		u w ɔ														
3977-2		dʒ i ŋ dʒ ɛ														
3978-2		dʒ i ŋ dʒ ɛ														
4260-2		j a g														
4278-2		g a m s a														
4334-2		u r o i														
4361-2		d u g a														
4570-2		g o s o a														
4648-2		j a														
5673-2		g a m l a														
5887-2		j a j u														
446-2		k ɔ̃ː l u r ɔː														
1108-2		k a u u														
1124-2		ɔ ŋ ɔ														
1237-2		b a ŋ g i														
1745-2		d o r ɔ														
1823-2		k ɔ̃ː ɔ														
2143-2		k i														
2265-2		ɔ w														
2392-2		o t o s u														
2579-2		d ɔ m														
2902-2		j a														
3197-2		g aː														
3339-2		k u j ɔ														
3550-2		ɲ u r̃ u j̃ i														
3943-2		p ɔ t ɔ														
4240-2		o e j iː														
5197-2		o r u														
5531-2		n o r o														
5733-2		n u														
409-2		i aː w a														
562-2		s o m l u														
1022-2		d u w ɔ														
1205-2		j i														
1275-2		tʃ m														
1524-2		k u w ɔ														
1578-2		ŋ o r g i														
2063-2		ɔ̃ː s eː														
2798-2		n a r̃ ɛ j̃														
3088-2		k ɛ l ɛ														
3683-2		tʃ ɔː j ɔ														
3772-2		t ɔ s ɔ														
4711-2		o o r iː														
4778-2		t o s j u														
4821-2		g u														
4941-2		ɔ̃ː ɔ̃ː ɔ̃ː														
5272-2		d u g a														
5319-2		g ɛ r ɛ														
5375-2		l o l ɔ̃ː m o														
5423-2		a r̃ aː														
5424-2		tʃ a j a														
5465-2		l o r o														
5497-2		aː i														
178-2		b a j g o j o														
563-2		d r w u														
684-2		ɲ i j i														
742-2		tʃ i j a														
787-2		l aː w a														
1126-2		n i														
1204-2		tʃ e j u														
1373-2		t g u s aː														
1787-2		m m														
1969-2		ɛ ɛ g ɛ l ɛ														
2283-2		tʃ e j u														
2441-2		j i														
2598-2		ɲ i j ɛː														
2773-2		tʃ o s u n i														
2863-2		t ɔ ŋ ɛ														
3011-2		t a m l a a														
3176-2		ɔː w iː														
3319-2		k aː m a a														
715-3			d aː													
1089-3			j aː													
1319-3			j aː l i													
1398-3			j aː ŋ eː n a e													
1557-3			k aː r e													
1626-3			eː aː m e													
1840-3			t eː ŋ													
2247-3			g ɛː													
4677-3			k ɛ m aː ɛ a													
5162-3			d eː m ɛ ɛ													
5406-3			p aː n d e													
359-3			k ɛ r ŋ													
1577-3			k aː r e													
2196-3			d eː l a													
2533-3			b aː ŋ g a													
3866-3			ʔ eː dʒ a													
4553-3			t eː m g e e													
5254-3			t aː l e													
503-3			p aː n aː m													
1881-3			d eː m ɛ m a													
2084-3			d aː n a													
2420-3			k aː l e													
3218-3			p aː g a ŋ ɛː													
3372-3			d aː ŋ e													
3718-3			k ɛː r e													
2320-3			k aː n i													
2476-3			k eː g													
3719-3			s a													
4460-3			p eː ŋ m													
5514-3			d eː n d e													
890-3			g i m b ɛ ŋ ɛ													
1336-3			d aː g e													
1703-3			p e ɛ													
2162-3			p eː m a													
2635-3			m i													
2735-3			t i b a l a													
762-3			p aː j i n dʒ ɛ g a													
1788-3			s eː a													
2713-3			t u m a a m b ɛ l a													
3219-3			p eː m u													
4629-3			t u m a													
4904-3			j u aː m b aː													
5125-3			ŋ aː ŋ dʒ aː													
5771-3			j ɛ g e													
5938-3			ʔ i m i m e													
1898-3			p ɔː l ɔ i													
2901-3			t u m b a													
2957-3			d eː n d e													
3048-3			p aː ɛː a													
5081-3			p i m ŋ a ɛ													
6006-3			p eː l a													
716-3			s ɛː													
1152-3			d aː m e													
1789-3			j aː ŋ aː													
2083-3			k i m n ɔ													
2108-3			m eː dʒ dʒ													
2618-3			k ɛ l e													
2880-3			k aː n dʒ e g e													
2941-3			p eː dʒ ɛ													
3405-3			ʔ ɛ m e m													
3811-3			l e													
5583-3			ŋ aː m g aː													
5751-3			d eː e ɛ													
2442-3			j aː ŋ aː													
2496-3			d e l													
4921-3			s ɛ m b l ɛː													
196-3			t eː l a													
3639-3			ʔ i r a													
3905-3			j aː													
3977-3			p aː n d e													
3978-3			p eː n d e													
4361-3			ŋ m ɛ n													
5532-3			g aː n e													
1237-3			p i n dʒ i													
1579-3			w m b ɛ l e													
2143-3			ɛ m													
2774-3			k eː n i													
3198-3			s eː n a													
3534-3			k a n a													
3550-3			g eː m m a a													
3684-3			k ɛ n d e													
3943-3			k aː ŋ aː													
4259-3			d aː g e													
4611-3			k ɛ n e													
4983-3			p aː n d e													
5656-3			p aː n d e													
5830-3			s e													
1026-3			eː eː b i													
1170-3			k eː n d e													
1187-3			k eː r a													
1275-3			p eː													
1454-3			s eː l e a													
1668-3			p aː e													
1841-3			g e													
1970-3			p eː l a													
2977-3			k i m d ɛ													
3301-3			k ɛ b ɛː													
3498-3			s ɛː													
4442-3			k eː n i													
4479-3			g ɛ													
5038-3			p eː l a i													
5391-3			k ɛː m													
5888-3			s ɛː													
6007-3			k eː n a													
178-3			g aː n b e l u													
684-3			m m m a													
1257-3			k i n a l a													
1433-3			p eː l ɔ													
1501-3			d i g a													
1684-3			s ɛ l i													
1864-3			k a g u n a													
1988-3			k g eː n d e													
2046-3			k ɛ n d e													
2127-3			d ɛː l ɛː													
2599-3			d eː g a													
2756-3			j a j a													
2775-3			k i m iː n a													
3254-3			d i m i n a													
715-4				d aː u u												
1089-4				n aː w̃ aː												
1319-4				l ɔ r̃ a												
1398-4				s ɔ s a r n a												
1557-4				t aː r a												
1626-4				j a m a												
1840-4				t aː r u												
2247-4				k aː j												
4677-4				d ɔ r o e iː												
5162-4				l aː ŋ r a												
5406-4				k aː r w̃ a												
359-4				b aː r a												
1577-4				b aː r a												
2196-4				l a r a												
2230-4				l a ɛ ɔ												
2533-4				b aː r w a												
3605-4				k aː m ɲ a												
3866-4				dʒ aː dʒ o												
4553-4				d aː g u n a												
4822-4				k oː m ɲ o												
5254-4				d o r ɔ												
503-4				t aː r a												
1356-4				l a w a												
1881-4				l aː r u a												
2084-4				j ɔ n a												
2420-4				t ɔ r a												
3218-4				d ɔ g r̃ a												
3718-4				b aː r a												
4135-4				b aː r u												
4694-4				g aː s u w a												
807-4				k aː m ɲ ɔ												
2320-4				k a r a												
2842-4				k ɔ m ɔ iː												
4313-4				l aː n ɔː												
4460-4				s u u m												
5514-4				ɲ aː r a												
5810-4				tʃ aː dʒ r a												
93-4				k aː												
260-4				b aː m ɲ a												
385-4				g aː m ɲ a iː												
890-4				g oː m g o r a												
1769-4				g oː ɲ ɲ a												
2162-4				b aː r a												
2635-4				k aː												
2735-4				tʃ aː m g n w a												
3031-4				d a ɣ a												
5301-4				b aː r a												
5605-4				t o r o												
63-4				k a r ɔ												
296-4				g oː m ɲ a												
463-4				g u m ɲ a												
762-4				dʒ ɔ j ɔ u o r̃ u												
1432-4				t o r o												
1474-4				t aː ɲ iː												
2044-4				tʃ oː ɲ ɲ a												
3219-4				d a ɣ a												
4120-4				d ɔ r ɔ												
4184-4				l aː d u												
4423-4				t ɔ r ɔ												
4629-4				n aː ŋ a												
4759-4				n e ɛː u u												
4904-4				l ɔː aː m a												
4960-4				k oː n u a												
4980-4				t ɔ ɣ												
5059-4				d u d oː												
5125-4				g ɔ ɲ o												
5549-4				t o r o a												
5771-4				d a ɣ a r												
5922-4				t u r oː												
1-4				b e												
629-4				t o r i												
667-4				e r e												
1254-4				g aː r g ɔ r o												
1415-4				n aː o												
1542-4				e ɔː u d												
1683-4				s u r u												
1898-4				d aː r oː												
2551-4				r e												
3251-4				s u r oː												
3885-4				t o r o												
5622-4				b aː r d a a												
6006-4				b aː r a												
43-4				s aː aː												
135-4				dʒ ɛ n a												
158-4				ɲ dʒ aː n a												
221-4				e r u												
650-4				dʒ ɛ ɛ												
1374-4				g ɔ m ɲ u												
1452-4				d u r oː												
1789-4				j ɔ ŋ ɔ												
1862-4				e r u												
2108-4				n e dʒ u												
2636-4				m ɛː												
3113-4				d ɔ ɣ ɔ												
3136-4				l ɔ r̃ ɔ												
3751-4				dʒ o r												
4888-4				g oː m ɔː n o												
5180-4				s oː m ɲ a												
5583-4				k oː ɲ o												
5981-4				e r u iː												
25-4				t aː r u ŋ a a												
114-4				d u r e												
702-4				ɔ g ɔ ɲ e u o												
851-4				g a j ɔ												
872-4				j n ɔ												
952-4				t o r u r o												
1941-4				k ɔ r̃ e												
2442-4				j ɔ w̃ ɔː												
3448-4				d ɔ aː m a												
3482-4				n ɛ ŋ ɛ ɔː w w a												
3497-4				k aː r a												
3588-4				d u d oː												
4101-4				aː ɲ a n												
4293-4				dʒ ɔ ŋ ɔ												
4520-4				p ɔ a												
4609-4				t aː r ɔː u r̃ a o												
4740-4				g ɔ r ɔ r̃												
4781-4				s aː n ɣ ɔ												
5982-4				g ɔ k r̃ ɔ												
196-4				d a n a												
545-4				ɔ r ɔ												
931-4				k ɔ ɛː												
978-4				g u d ɲ												
999-4				r a												
1052-4				n e m ɲ u												
1070-4				j u d ɔ												
1298-4				dʒ a ɲ ɛ m ɲ ɛ												
1989-4				l a r a												
2145-4				d aː j												
2306-4				oː ɲ ɣ o												
2456-4				d u d u												
2514-4				d u dʒ oː												
3132-4				d a m ɲ												
3300-4				e r e												
3774-4				t ɔ r a												
3976-4				a n s a												
4039-4				t ɔ r u												
4278-4				g j m ɲ u												
4361-4				dʒ e dʒ u												
4570-4				g aː m o o												
5318-4				dʒ ɛ ɲ ɛ												
5673-4				g a m ɲ u												
5752-4				b aː												
521-4				d e n u n												
685-4				l ɔ r u												
744-4				l ɔ ŋ a												
1646-4				ɔ g ɔ												
1745-4				d a a a												
2066-4				l oː ɲ o												
2216-4				j ɔ												
2265-4				a n i												
2579-4				dʒ ɛ												
2958-4				l ɔ o												
3197-4				b e												
3339-4				dʒ e dʒ u												
3812-4				k a n ɣ a												
4219-4				dʒ e dʒ u												
4337-4				k oː ɲ ɔ												
5197-4				e r u												
5531-4				t o r o												
5733-4				n u												
409-4				s a r u												
1002-4				r ɔ												
1022-4				tʃ aː w̃ i												
1238-4				a n a												
1612-4				s ɛ m ɛ												
2334-4				e r u												
2396-4				l ɛ												
2553-4				k ɔ r a												
2671-4				k k n												
2798-4				k a r̃ u												
2978-4				g ɔ ŋ ɔ												
3407-4				a n												
3551-4				p ɔ m ɛ ɛː												
3683-4				tʃ e dʒ u												
4220-4				k aː												
4383-4				b e m												
4440-4				tʃ aː												
4651-4				d aː r												
4711-4				e u r m												
4821-4				b o												
5272-4				dʒ e dʒ a												
5375-4				l o l ɔ r o												
5465-4				l o r o												
5481-4				j ɔ ɣ ɔ												
5497-4				ɔ ɔ												
5641-4				l a aː												
5692-4				a ɲ aː												
347-4				tʃ ɛː ɛː ɛː												
448-4				n aː w̃												
567-4				s ɔ r ɔ												
613-4				n ɔː												
787-4				n u w̃ o												
1126-4				n i												
1208-4				k a m a												
1502-4				k a n a												
1669-4				dʒ e n g e r̃ e												
1971-4				j aː s ɔː r ɔː												
2283-4				b m d m												
2354-4				dʒ ɛ ɲ ɛ												
2619-4				d a n a												
2714-4				k k r u r												
3011-4				g a m ɲ u												
3159-4				l ɛ l ɛː												
3199-4				d ɛː n u n												
3319-4				d aː m a r̃												
3358-4				m a												
715-5					d u l ɛ											
1089-5					n oː g a											
1319-5					n ɛː l l											
1398-5					s ɔ n ɛː n a a											
1557-5					d i r a											
1626-5					j oː j a											
1840-5					d u n e											
2247-5					g ɛː i											
4677-5					d eː m a a											
5162-5					n i ŋ ɛ											
5406-5					t i n d a											
359-5					k eː r ɔ j											
1577-5					k i r a											
2196-5					n ɛː l											
2230-5					d u ɛ											
3605-5					k j n g a											
3866-5					d oː g											
4553-5					d i ŋ g g a											
4822-5					d i m g ɛ											
5254-5					d i l a											
1356-5					j ãː l j											
1881-5					n i m u j i											
2084-5					j i e n a											
2420-5					d u l ɛ											
3218-5					d eː g u g ɔ											
3372-5					n i r a											
3718-5					k a r a											
4135-5					b a m a											
4694-5					d u n ŋ g ɔ											
2476-5					k ɛː g e											
2842-5					d u g a b											
3719-5					m a											
4081-5					d i m g g a											
5514-5					n i n d a											
260-5					b ãː n m e											
385-5					d u m g ɛ g											
890-5					p i m g i l ɛ											
1703-5					d a l											
1769-5					d i m g u											
2735-5					t u n g a n a											
4591-5					d a r a											
5301-5					d u e											
63-5					d a r a											
296-5					t u n g u											
463-5					t e n g e											
762-5					p a n a ŋ g a i i											
1788-5					s ɛː ɛ											
3219-5					d i g o											
4120-5					k a r											
4759-5					n ãː a ãː											
4960-5					d i n o o											
5059-5					d u n u											
5549-5					t ãː n g o											
5771-5					ɛː oː g											
5905-5					d i r e											
5938-5					k a m a n a i a											
1415-5					m e											
1542-5					n i ãː ɛ											
1898-5					p u l u e											
2551-5					r a											
2957-5					n i n d a											
3048-5					b i ɛː a											
4402-5					n a											
5081-5					p i j l u d a											
6006-5					k ɛː r											
135-5					p i m g o											
194-5					k u											
716-5					nʷ ɛː											
2083-5					k ɛː ɛ n u											
2618-5					k ɛː l a											
2880-5					k i n d a g ɔ											
3113-5					t u g a											
3136-5					u u l u											
3405-5					g i ɛ											
3572-5					t ɛ n e											
4535-5					d u a											
5751-5					d i e a											
851-5					k a m a											
2179-5					n g o											
2351-5					k i ɛ e											
2496-5					s ãː n											
3448-5					d e e g a											
4781-5					d a ŋ g											
4921-5					s eː n g u e											
196-5					d ɛː l a											
789-5					g a l a											
931-5					d i r g											
1298-5					b a j ɛ l g a											
2145-5					d a a											
3639-5					d ɛː ɔː a											
3977-5					k i n d a											
3978-5					g i n d a											
4260-5					u n g u											
5200-5					e l a											
5532-5					g i n a											
5866-5					dʒ o s o a a											
432-5					p e l j											
446-5					p n n g ɛ j e											
521-5					k a g a u											
1124-5					e e a l a											
1237-5					p i ŋ g e											
1579-5					n a b a l a											
1748-5					j ɛ											
2774-5					k a n a											
3198-5					s ɛː n a											
3339-5					k u j ɛ											
3534-5					k ɔ n e											
3550-5					i n u j a											
3684-5					k aː d e											
3944-5					t e ɛ ɛ											
4611-5					g ɛː r a											
4738-5					k i n g i											
4983-5					s i a											
5447-5					d i m i											
5656-5					k i n d a											
5830-5					j ɛː											
1074-5					j a g a u											
1170-5					k u n d e											
1187-5					k a r a											
1454-5					s iː l a e											
1841-5					g e											
1970-5					k a l a											
2977-5					k i ŋ b ɛ											
3252-5					d n g u											
3301-5					g eː b ɛː											
3463-5					g w ɛː											
3498-5					n ɛː											
4363-5					d a r g											
5038-5					k ɛː l a l											
5228-5					t u n g u											
5229-5					dʒ o l g u											
5391-5					g ɛː l											
5481-5					ɔ e g a											
5793-5					n o ŋ g a ɛ											
5888-5					j a											
6007-5					p ɛː n a											
178-5					k uː j i a l u											
568-5					n u ŋ d ɛ l ɛ											
569-5					n u ŋ d ɛ l l											
1257-5					k ɛː l ɛ l a											
1433-5					p ɛː l ɛ											
1501-5					s iː a											
1684-5					s a l e											
1787-5					r e											
1864-5					k a g n a											
1923-5					g i b i											
1988-5					k k a n d e											
2046-5					g eː n d e											
2067-5					j n d a											
2109-5					g i b i u											
2127-5					s ɛː l a											
2372-5					b n l ɛ											
2599-5					d iː g a											
2756-5					n a j a											
2775-5					k a r a n a											
3254-5					p i m a n a											
3319-5					k u j e o											
3358-5					r a											
715-6						k aː l i										
1089-6						s aː ŋ o										
1319-6						s aː iː										
1398-6						s a n e dʒ i iː										
1557-6						dʒ aː dʒ a										
1626-6						j a j o										
1840-6						k eː ŋ a										
2247-6						k ɛ o										
4677-6						k o n a dʒ i										
5162-6						s u n ɛ										
5406-6						p i n d iː										
359-6						k e aː a e										
1577-6						dʒ aː dʒ a										
2196-6						j a n a										
2230-6						s a ɔ										
2533-6						k i n b o										
3605-6						k ɔ n d a										
4553-6						t eː n g uː iː										
4822-6						k o m g ɔ										
5254-6						n aː dʒ ɔ										
503-6						k o aː aː j										
1356-6						s a m a										
1881-6						s e ŋ o e										
2084-6						j aː a d iː										
2420-6						n aː dʒ a										
3218-6						p e dʒ a b ɔ										
3372-6						s a ŋ a										
3718-6						n a dʒ a										
4135-6						o ŋ a										
4694-6						k o dʒ u o ɔ										
807-6						k o l g a										
2320-6						k o n o										
2842-6						g a b a b										
3719-6						sʷ ɛ										
4081-6						d o m b a ɔ										
4313-6						s o n ɛ										
4460-6						k a l a										
5514-6						m i n d iː										
5810-6						k o ŋ l a										
93-6						kʷ a										
890-6						dʒ u n m o j o										
1336-6						t aː g o										
1703-6						k o l										
4591-6						k a dʒ a										
5605-6						k o ŋ a j										
63-6						g a dʒ a										
296-6						dʒ a n dʒ ŋ										
463-6						dʒ o n dʒ ɛ										
762-6						p a j a n dʒ a e										
3425-6						a a										
4120-6						n a dʒ a										
4423-6						n a ŋ a										
4759-6						ŋ o i j a										
4904-6						s a o n g ŋ										
4960-6						dʒ o n o a										
5125-6						dʒ ɔ n dʒ ɛ										
5339-6						k o g a										
5771-6						eː e g o e										
5922-6						p a ŋ a										
5938-6						k a e a n i i ɔ										
483-6						k o ŋ a										
1542-6						ŋ g o ɛ										
1683-6						k o l o										
2551-6						o ɛː										
2957-6						m i n d iː										
3048-6						b aː ɛ ɛ										
4402-6						j a										
5081-6						dʒ u n l u u a										
5622-6						k o o o o a ŋ										
650-6						p o l a										
716-6						sʷ ɛ										
1152-6						g aː j ɔ										
1789-6						s a n aː										
1862-6						o eː										
2618-6						k e dʒ a										
2880-6						ɔ n dʒ iː g ɔ										
2924-6						k o n uː										
3136-6						o o eː ɛ										
3405-6						dʒ e m ɛ										
3811-6						s iː										
4535-6						g o ɔ										
4888-6						b e m i j a										
5751-6						p i dʒ a										
2179-6						n g o										
2442-6						s a n aː										
3482-6						m o m o l g g g o										
4202-6						k i n a j o										
4781-6						s a n dʒ a										
4921-6						k o n g ɛ ɛ										
5982-6						dʒ i ŋ g e										
408-6						j a m d aː										
526-6						p a n ɛ g ɛ										
789-6						d a dʒ a										
1298-6						k a j a dʒ dʒ a										
1942-6						i o										
2666-6						k o j ɛ										
3015-6						s a n dʒ ɛ										
3905-6						s aː l										
3977-6						p i n dʒ iː										
3978-6						p i n d iː										
4152-6						p i o j										
4334-6						o n eː n										
4648-6						o o										
5200-6						o n e										
5318-6						t o n o										
5532-6						g u m a										
5673-6						t i n g o										
5866-6						k o dʒ g l ɛ										
66-6						g o										
432-6						d a n a										
